E,U,D_enc,D_dec,D,tau_v
1,6.692932275664812,0.6047468663841108,0.7140639230194558,0.4318279198439608,2.0467306613551566
0,2.9148757487173866,0.31472184987477914,0.3553318066138177,0.11183068349684798,11.581643147775294
0,6.1096656397611735,0.4073051264379293,0.6703429042360802,0.2730341013666454,4.867925465380465
1,5.832443166256143,0.42253568745032166,0.5797106947032423,0.24494845690873804,13.054141509304573
0,6.917798941657768,0.3936087128426699,0.5231256815243324,0.20590682615973693,27.47596280130754
1,6.586674407498545,0.5495691634129205,0.6025620470427977,0.33114952009768717,1.4185585609961262
0,1.689178228312096,0.5516056250799823,0.49199330386118545,0.2713862739115149,13.038846446547524
0,3.4507514516569593,0.3849334030653936,0.616427120650713,0.23728338929388093,80.34150957966045
1,4.918714349331608,0.7688618920235839,0.43348577195719307,0.3332906907923113,20.00766715065851
0,2.1586568109405064,0.6021386935075272,0.6703322802277476,0.40363300343225755,38.80644006203917
0,3.8279278865170436,0.432887277157171,0.2698494570290836,0.11681439669566102,3.9991880229298458
0,2.749849070733333,0.2720037583289889,0.21178075731226165,0.05760516193069466,25.43852412894697
0,4.64860907744997,0.48685802095594,0.37978594446846947,0.18490183331080157,27.482515752743225
0,3.496785336465841,0.42285906641107956,0.500245381912292,0.2115332951718857,5.927399029474635
0,1.9197274985252473,0.31299648345637154,0.601930350952171,0.18840208313368909,7.997886203496227
0,2.5460804491009097,0.48751513561913973,0.3259817725991968,0.158921048078065,119.83533228409222
0,4.8465385116414375,0.3072601665591165,0.7463228681938785,0.22931528878812865,0.9799273860300901
0,3.773639947693275,0.4378849522630392,0.35273178967130525,0.1544559428818759,11.080521506829095
0,2.5649394891971387,0.8028268221632611,0.5932640385949146,0.47628828280889757,50.228011971695565
0,6.548211546243236,0.289679071406377,0.41596293832774367,0.12049575771424885,9.215134901537104
0,7.179498439141006,0.2501704697691039,0.3786605908747168,0.09472969790217436,21.06987747046162
0,3.9016147719466217,0.46779202108795687,0.39011322166676354,0.18249185241662944,33.22630894730152
0,2.4865802232828518,0.6528524967258318,0.6177092207663468,0.40327300702787755,24.24546141411286
1,5.660709590160418,0.5873584730146926,0.4611865086257823,0.2708818034814168,0.17220092484668936
0,2.2090284033226077,0.35519101571239686,0.35352405012828103,0.12556856644382444,3.123468001884894
0,2.1092761248662146,0.4910931264730927,0.35449511896156355,0.17409011629028517,43.24239701436673
0,1.5142748832768944,0.5959109760834721,0.5354603361855874,0.31908669159033753,9.551482979138994
0,2.492591945686722,0.525972704203467,0.6584046069547875,0.3463028515800304,8.178371589389602
0,4.323762519055658,0.45653191873522103,0.7147424531793836,0.32630274355150285,67.46420136752405
0,7.289466568298982,0.41015715892059224,0.5135161290087807,0.21062231653414182,96.2854095988651
0,2.3150300195351985,0.5328069652847773,0.434698184192047,0.23161022033416773,16.658343031764026
1,4.277238814737262,0.5661641743582094,0.45085940457528734,0.25526044254300145,5.8299166928173225
0,4.3933767889654884,0.5124128076197583,0.4859004818028758,0.24898163010440486,19.146580155216693
1,6.562920937541598,0.5441934056728547,0.6947535696621772,0.3780803111778331,1.736289249345574
0,1.7299393498398186,0.5301837619326326,0.6034267554098846,0.31992706723401515,53.41704457469464
0,3.3981795720976518,0.35417625522274415,0.7026877615037835,0.2488753199602628,66.4953122115012
1,4.493268452009817,0.7277106608852814,0.353895631984146,0.25753362423559717,3.9036469367893694
0,1.5904146896514872,0.3238706612603004,0.4812152735618339,0.1558515088570275,6.533502986827316
0,3.0782653921833854,0.48706459749406983,0.4178302929504229,0.203510343456727,31.220997934468766
0,4.8521151448547375,0.5814026796676263,0.3288772703776624,0.19121012627934736,2.158330480003942
1,6.988810354506041,0.6045739445140682,0.5779856361789393,0.34943505593717444,1.4144996302170976
0,1.5072619299124574,0.7902272272654585,0.41819983430771157,0.3304728955078571,61.25825362895161
0,3.0517556268924646,0.7802666640566547,0.46551977323771365,0.36322956051660116,47.82057342075112
0,3.847555847639992,0.4158342622871895,0.5752716837816758,0.23921767624006252,23.554684280628763
0,3.742758057486199,0.5742566337554763,0.7573893829831038,0.4349358775140144,0.354858623405792
0,4.509242565296645,0.6345568896734581,0.33775077479873983,0.21432208114108894,7.15332950796053
1,6.406516229306086,0.6690149572206322,0.6680026191606069,0.44690374368100366,11.093830616799082
0,6.447851475894824,0.29434149589920955,0.7129547936129221,0.20985218046053972,35.33796837868633
0,1.6514617343221316,0.1172466918992604,0.42341412021200325,0.04964390489829315,0.5588103796854021
1,6.078475776774315,0.9,0.6841941241675563,0.6157747117508007,4.09629863138097
0,4.456337450472426,0.5450620059071744,0.47481110596877873,0.2588014938463465,18.60120929687102
0,2.6666561991203546,0.2071466199708285,0.6453817802677275,0.1336886543732157,14.386118211803725
0,4.970250337720207,0.295824952043714,0.5299525669474697,0.15677319270267837,142.13723421486358
0,7.429705614329825,0.2788330141162173,0.45180849966250436,0.12597912576422204,37.956251419997244
0,6.040092417410714,0.651812386535675,0.32107865219483234,0.2092830425527716,7.815305038578131
0,2.3198434390356875,0.6626831228826423,0.5518651194466094,0.3657117007648816,16.184258000909153
0,7.395774855691105,0.5253461428565172,0.3892354055252484,0.2044833189558815,18.078829382529147
0,2.3644706193640266,0.33921420685301323,0.22305464130341918,0.0756633032346227,15.663393923274189
1,6.286696641869565,0.6032405190168295,0.7985123010118726,0.48169497490372487,5.485131590705156
0,3.8748717796808987,0.5204527139034077,0.5378426466766314,0.27992166511584443,35.87009669503804
0,3.917628677630894,0.40946173736406866,0.43070774837553194,0.17635834294601144,34.21244795125459
0,3.3262413290510686,0.7254590741821536,0.5646013566068517,0.4095951774459946,8.817575940855228
1,3.3334897479945402,0.29889867120478014,0.22860865272143416,0.06833082252435171,9.568919944390455
0,5.433013813189859,0.3470472828890495,0.596763502338207,0.20710515201382768,37.77396953763003
0,6.528474097418078,0.5903821483108005,0.47757414994750524,0.2819512526237125,12.800609575113794
1,6.8315487780035395,0.8469237563246155,0.4469542090346223,0.3785361376206997,6.110400264659709
0,6.759337940736975,0.3946121892225364,0.4110952324018857,0.1622231896370555,1.067705236931999
0,1.987252605898924,0.6597884056688754,0.4775082509865368,0.3150544076121403,80.86081612254526
0,3.3917816549572217,0.5460129878888433,0.7511354062887586,0.4101296874968254,30.364121393151642
0,4.2243439054864105,0.5004577381986696,0.37616263299995434,0.18825350050601336,21.634110524897046
0,2.6752489496487994,0.39479463967537115,0.566541200478319,0.22366742910409015,10.09872883401923
1,4.933283080364108,0.5420592832596761,0.3563498963929439,0.193162769428419,3.4383100582103414
0,7.364860868030773,0.37695804572175845,0.2741025047239709,0.10332514450818714,10.823967245682024
0,2.994872615650994,0.5023338460957318,0.6910863561550542,0.3471560672716531,47.56665775784752
0,4.430626998722609,0.513246155031446,0.3489612997548274,0.17910304535394106,34.33692209861491
0,4.339242188794732,0.3463762351169074,0.42792716197176645,0.1482237992680435,11.372144729336801
1,5.728122163564226,0.6261025814538201,0.7335734185335112,0.459292211029735,0.2939703768563365
0,5.2653311474179585,0.5646890630563246,0.4768322724936648,0.2692619691894656,39.14155324776545
0,4.2430998352521705,0.4701236514474956,0.49989517034094594,0.23501254282165332,2.7146046740671634
0,4.285214062279198,0.37107345838388145,0.5444775061186439,0.20204115120767616,21.563724657827763
0,3.9416264524008584,0.5022004434423394,0.4858823205444836,0.24401031683823254,32.57755033500066
0,5.352058131197813,0.3936630421644443,0.32427773426371054,0.12765615937644556,75.54557510805321
0,5.739983830814211,0.4367353696963008,0.3599340823840187,0.1571959445362832,7.208612889902075
0,4.517102646990553,0.4241957385867477,0.4920795085994328,0.20873803059374024,75.38381862387811
0,5.444032252553802,0.2962095114392731,0.5329894796980783,0.15787655338364015,52.251353601575445
1,5.936681290376559,0.5126174681704748,0.5003783345684955,0.2565026749938609,12.057777357878877
0,2.145098038321139,0.7952503363127934,0.609962195670141,0.4850726412447695,4.763276405818841
1,2.4811299443373516,0.5593963899464187,0.6704558822829763,0.37505060016743796,9.819472417898451
0,3.067214482778896,0.487508981704261,0.6189784856589045,0.301757571240418,2.23008244297138
0,1.8167276569058712,0.6929369280352926,0.5312207987246973,0.36810250837674624,31.13544437352128
1,6.433774296573488,0.37555811636156666,0.6310867876370754,0.23700976522565206,2.6060516287342628
1,6.624579434634733,0.5696244378834867,0.805308280984181,0.45872327687853104,0.26533872429705957
0,5.378522441161046,0.5789253377029226,0.40200926578590945,0.23273334995481162,14.744614966010918
0,3.512224846983614,0.5348616549561261,0.5242770584026577,0.2804156951127751,25.322921373648228
1,6.036758018449679,0.5772551694793161,0.5598316843938502,0.323165733854663,6.921724856734604
0,2.357585967498725,0.23485025831748624,0.7417543791512535,0.17420120755179852,18.08595771386168
0,2.4459722404569026,0.21122877918178146,0.3982172798803553,0.08411494987821724,25.288604910143988
1,4.152390962112562,0.3625641731012429,0.4434675156805632,0.16078543311998586,21.951958407790674
0,3.785391555676002,0.42226112854785464,0.3864663222229085,0.16318970536758418,50.22423798714135
0,5.32119644186296,0.40776589495102045,0.42555248930454176,0.17352579164990103,18.333773587161886
1,6.334134987132109,0.7032328765149267,0.38523831239000594,0.27091224656577984,9.424931748363148
0,1.914011367777254,0.7204204816939612,0.49357553159108725,0.35558192222120405,7.433403523509781
0,6.358033775623329,0.3587925136931345,0.19263142458914573,0.06911471304462907,12.283122041094568
0,1.9426221943007924,0.5405990090966222,0.4079560836312311,0.22054065456598226,39.89124126162895
0,6.212869655277846,0.3202299949498264,0.598501916240341,0.19165826561510582,13.1808300214192
0,3.2772832813640136,0.4222324460113839,0.5926231216045599,0.25022471019799514,43.67038294886903
0,5.382798515027495,0.5166052518779253,0.44816624661855325,0.23152503671756208,7.198850407733309
0,6.062941839067817,0.541414771853143,0.3703336729802829,0.20050412106615634,51.92073405713428
0,3.5064677266585793,0.32393282347017555,0.7337446565092912,0.2376839782892088,64.58186788231974
0,4.903493296831158,0.729328967280539,0.3955212407504138,0.2884650980540167,45.937371317284956
1,6.8570116676446515,0.5267933827631271,0.5151963659928821,0.2714020364286605,39.25859267404552
1,3.832644969961091,0.6790402093979346,0.7945609208515698,0.5395388140744657,7.364388803519749
1,5.875855301865945,0.6966221166941324,0.591357054345479,0.4119524029201547,11.27380826052441
0,1.9039302644900415,0.4127604544291018,0.3654280282702116,0.1508342390099432,262.4442657027835
0,6.320271760153523,0.4672142052935005,0.45352046835495124,0.2118912052067947,24.764238447210015
0,3.176957487089637,0.5026055826736979,0.4640279146861826,0.2332230204377098,37.900141716055415
0,6.766664019011323,0.4980635908211493,0.5771012223510271,0.2874331070714271,58.97712666213623
0,5.65368758939411,0.5908129668418861,0.3882541432310243,0.22938558225097608,230.98775112584403
0,5.198114885332856,0.5841832449449831,0.4278637401835769,0.24995082813473912,0.9874416006544635
0,3.84262477710785,0.734369343646207,0.5246615023389584,0.38529532310909376,106.14081626916617
0,5.098611981499571,0.52314806382411,0.3694841634869126,0.19329492474184926,201.0395839451528
0,6.713349656676048,0.5914631109158524,0.1945475912768554,0.11506772355779463,19.39172033569252
0,6.402393837634861,0.4966636453852708,0.1,0.04966636453852708,73.83800418740837
0,7.336019649467459,0.5779066288939022,0.3715198630212486,0.2147037916057341,14.621679129715178
0,4.247115616233882,0.6876603810175012,0.2597097509604893,0.1785921062994504,19.532046379167472
0,2.500283830415336,0.5463732195799592,0.4072684193890964,0.2225205575348617,24.71610606647138
1,6.024703216461532,0.5752885055662526,0.5411314103974207,0.31130668040249065,7.621126553021126
0,4.522940370090383,0.41104695774847866,0.3787928914839402,0.15570166566122323,9.802962104230954
0,2.2169421041537403,0.5560414128313732,0.48206988495004277,0.2680508199110793,4.66843379456222
0,4.039001203699511,0.24279938905947346,0.41394227593378724,0.10050493170261153,28.293270651621704
0,1.9999465814664437,0.49436354167110713,0.49116792966311873,0.2428155172635246,49.0036099638136
0,2.959582884456354,0.6657348766642079,0.5159697093509384,0.3434990308172142,36.072665722942226
0,6.820134865004884,0.508369978111485,0.32417717067784724,0.16480194116174032,23.15208234651233
1,4.33173846351384,0.662821483126684,0.4825770046223824,0.3198624059266401,2.1873397527659657
1,5.9639110021635595,0.6191877167933387,0.42579391107666636,0.26364635962406696,13.93699182008878
0,6.755858494084138,0.5835550303426987,0.3636322211687162,0.21219941185769312,13.027097821363835
1,6.602425930244126,0.4931577145057743,0.42202910916539726,0.20812691093091523,3.3704100333441374
0,5.602651017976412,0.456983364705268,0.33688858715091097,0.15395248008702722,54.59153538572315
0,4.786762703535639,0.33601737578006896,0.5894317865909633,0.19805932213165311,8.573237014399123
0,2.6883670490368496,0.2357191970331573,0.36253746263952424,0.08545703958782692,52.0089228182089
1,5.632346509798884,0.5577268721942769,0.5589415108849952,0.31173670060543174,2.2194522376907027
1,4.509642108402244,0.7097825517072984,0.7408964030541668,0.5258753395105455,0.8132634013425001
1,7.3922491761309645,0.7460191645563244,0.45653623178790026,0.34058477822810185,6.779505571586996
1,4.924857952015268,0.5318759314516357,0.5358415195190711,0.28500120730466577,12.209815737981863
0,6.887069420653562,0.65053782955293,0.2258518970922389,0.1469252029347968,4.297792822595715
0,5.597316677100906,0.5031469015887895,0.3537553088405193,0.1779908875636926,9.504284508297642
0,6.142466231010018,0.3553180884889202,0.3634171039531953,0.12912867070082856,13.096718687091007
1,6.301562876784429,0.29049218761190526,0.5535255638977625,0.16079485195577448,6.941312499017082
0,7.065824253271841,0.24907780647484568,0.5140784890198089,0.12804554240095703,134.8281619040289
0,6.450423717080395,0.46074765483776253,0.3593650895220186,0.16557662222783268,17.60636831061594
0,4.333002546577551,0.28435534463591794,0.507220939787081,0.1442309851397096,93.30837380304379
0,5.954309293744583,0.39693682561583826,0.446568319335513,0.1772594110976385,7.753868989439997
0,3.368283954625995,0.28961993182975554,0.4332418037607455,0.12547546167098744,40.31196946464504
1,6.803367413931741,0.5484547326211876,0.29951595352448623,0.16427094220605215,2.9700985680745564
0,2.2822410736953946,0.30102382117189086,0.7501415617502614,0.2258104793379136,3.9331967744639273
0,5.01401011362975,0.564418688547113,0.2652861064625598,0.14973243629936778,38.60218696001639
1,4.714543685616267,0.47641155074980535,0.6424084611888936,0.30605081120979694,1.36708655915116
0,1.5024900860477526,0.4810567066987561,0.5159620504138148,0.24820700475360732,16.710407520274373
0,2.0040097395698373,0.3833599198440529,0.541845030133229,0.2077216673197731,12.266183651793895
0,1.6012182909517794,0.5548369953489641,0.7019181956826648,0.389450182673336,120.45767278295469
0,3.20799840360028,0.4672282255659834,0.1839034023705975,0.08592486036516134,4.204293294803873
0,4.394913436431319,0.4401880357351394,0.3191295554190874,0.1404770121449564,107.11877482693838
1,3.9978001624750172,0.5569039028496398,0.6828153364951073,0.3802625258197153,6.130210545760642
0,4.182075565228656,0.298896231979485,0.34729994808451603,0.1038066458491326,8.368706216663433
1,6.484702418860176,0.24845501219239985,0.3610418898586003,0.08970266714678563,28.32415654066475
0,1.5517151234933473,0.5620741632100387,0.31506196255138563,0.17708818896038261,2.909063665624321
0,5.24858572504241,0.5986951378865083,0.32681950814908145,0.19566525049531514,38.98131892186703
0,3.619829219535913,0.6334630471574141,0.583803261813977,0.3698177931691195,13.1895974280976
1,5.963322716269419,0.5957854423873619,0.9,0.5362068981486257,2.282766032263675
1,5.081929364272987,0.6540754081117884,0.841621928787053,0.5504842065472222,34.07917984313399
0,4.231423299616793,0.5519997823451649,0.6108192600337279,0.33717209859085245,19.683377521053835
0,2.866873522464431,0.4857130680706757,0.550518738384442,0.26739414545110496,74.88867394060374
0,4.943545836708512,0.44664701031789433,0.36558334784661245,0.16328670933769626,8.054753044244686
0,2.0347546119753046,0.5566116418366956,0.5835741243988042,0.32482415151503047,26.770760876082452
0,5.337055104282042,0.6229113230121477,0.5252387381125493,0.327177157254919,11.56994465586809
0,4.050818898887343,0.26630614393693613,0.3888558241593028,0.10355469507928322,12.51796257666619
0,1.9104495861028619,0.6092642472342322,0.4131063731354258,0.25169094345601906,10.095862495047626
0,3.560375609401167,0.5190655945206082,0.3161625095409749,0.1641090809800136,70.19067260812973
0,3.2827749931482075,0.4234740491978591,0.5858148042151723,0.24807736722105006,105.6999826729192
0,4.602428094608113,0.13101387507537793,0.3559550825144983,0.04663505471300032,72.7762809387693
1,3.1308472458220606,0.6356600563199717,0.6124178055926396,0.3892895367943707,3.7882949341728835
0,7.4742659914070675,0.5014199095948133,0.5959321396359607,0.2988122395809071,6.303728396138576
1,4.689231234212688,0.4565041573465344,0.551784632131544,0.25189197852797796,10.729467909474355
0,2.1892958790004053,0.4493739900571819,0.7321252433016687,0.328998041804056,6.231143054879652
0,4.430394118869801,0.6122899398397474,0.42876770742891845,0.26253015378687894,43.083501859597405
0,4.050518204803422,0.26982152375811436,0.41937589036056744,0.11315664176450421,167.22813055042283
1,4.78933056370416,0.7489310396228748,0.6592634127314941,0.49374283308232225,1.1117022375848382
0,5.858151280854226,0.5048471096884954,0.47866886792317104,0.24165459446887708,81.91024045945196
0,4.168501730496181,0.40817538139603776,0.4434382819318297,0.1810005898531283,15.056463571657373
0,5.7501019151748425,0.5586508639875488,0.3368488165491716,0.18818088239837805,11.316779926731561
0,2.2577751859494235,0.3015025746969966,0.6213796229887395,0.187347556195354,6.167575719309138
0,1.6822098174903166,0.46224084061496357,0.5238402521750507,0.24214035851334995,19.26892774866039
1,5.16771298674637,0.7272494298250517,0.7904373187080198,0.5748450893428501,0.07546642894718616
0,5.236099828920906,0.4840701642817056,0.38945489252812726,0.18852349380640454,5.008691668146778
0,4.559065592177038,0.35278516612868904,0.680806140320569,0.2401783073144235,13.610414095733747
0,3.534801597577437,0.41511066815586334,0.7471003023493356,0.3101293056876802,6.925502162689838
0,4.081646800878065,0.4818857026327902,0.30170999458067826,0.14538973272984546,57.59064989558809
1,4.352864932628352,0.7525119594317675,0.43174954030483603,0.324896692558557,5.460888645555509
0,4.199784075417865,0.2735167164944595,0.5945864605138922,0.1626293363518224,56.113680966435936
0,2.9932546235834825,0.45596667942871755,0.3278520231019001,0.14948959831776057,52.16147743141381
