E,U,D_enc,D_dec,D,depth
1,5.2895767611223325,0.5169586223919005,0.6668970713585926,0.34475819128673096,27
1,6.145833278313978,0.48844930457075775,0.6476330098213041,0.31633589326428274,25
0,2.119138311548895,0.42196180367529695,0.43798074234357115,0.1848111440143388,19
0,4.496792078703388,0.391660603038236,0.5314858839837153,0.2081620818273719,11
1,5.624802719147928,0.4943277350407233,0.683956485958117,0.33809866057008825,26
0,3.625070444140844,0.4591111827105476,0.36882454924527597,0.16933147501668327,33
0,4.495565119913011,0.3608872919180095,0.49788726910755027,0.17968118822867704,13
1,5.854100851633222,0.6578532807429013,0.48913056374844327,0.3217761460735382,6
1,3.3103288794124044,0.7190226614221463,0.6873194602643558,0.4941982675665102,16
0,4.238727881779488,0.5134883579872608,0.43652032179098343,0.22414810326452278,38
0,2.4398393746361386,0.40014839242219535,0.6642976308925996,0.26581762909154666,27
1,7.050270767214959,0.5024920440682333,0.3703175017371314,0.1860815984021327,23
1,4.4761507829256955,0.4775273101726263,0.7332961616480442,0.3501689436317019,19
0,5.002992399767709,0.4310235738941685,0.5593817672278059,0.24110672848176476,5
0,1.8446134697070917,0.2318478163733348,0.483338254361021,0.11206091884330219,23
0,2.555070148182586,0.6606431373884443,0.589243424409688,0.3892796245875269,6
0,3.6120149643957924,0.7258649328779045,0.6841857659451718,0.4966264550738098,19
0,2.9149915987293356,0.5490316267201825,0.4654883960092934,0.25556785128035087,5
0,2.2658523313946706,0.433085670013742,0.4680437130371736,0.20270302505642393,37
0,4.016612761036658,0.4576338265973536,0.45191215123325684,0.2068102870547173,27
0,2.8102403497027844,0.643690161788954,0.5585839708226643,0.35955500655155714,38
0,2.974089227755452,0.3683208395574472,0.5629087367604642,0.2073310185178362,30
0,3.690552137655822,0.3414593012281863,0.3073119886101527,0.10493453688986708,3
0,1.7522499523082273,0.3538334062899754,0.3781864205680834,0.13381498940221814,16
0,3.6826508584291444,0.5339915198310583,0.3969789431567382,0.21198338919719395,15
1,6.983307631701749,0.491090136986459,0.7242111753243655,0.3556529652971671,16
1,6.2996359713230055,0.5020307712508632,0.6711553191623723,0.33694062250820495,17
1,4.8171116270106165,0.7353757628680744,0.5495875076695602,0.40415333271526654,2
0,4.413146883581613,0.5784054449823698,0.300890854920294,0.17403690883129833,19
0,3.59902054107026,0.48001249488383635,0.7587224492711642,0.3641962557990265,21
0,3.5732187706375154,0.4839511100618722,0.3679150456219168,0.178052894737191,26
1,5.412084953279576,0.8472561597295888,0.6981334670015905,0.5914978802304712,24
1,7.19912906779573,0.6678346928884671,0.5479675031062332,0.3659517091498114,39
1,4.736460190983515,0.8004609672948009,0.5154497412325121,0.4125973984588314,34
0,4.373241446892328,0.49196098797043497,0.6256402180621727,0.3077905797919049,18
1,6.202984825522176,0.7755451574317462,0.5807673133423096,0.4504112774572738,36
1,5.183715534165883,0.6680410959633551,0.6116019451892468,0.4085752337575443,4
0,7.1490523624945785,0.41346942500517225,0.22329089985201372,0.09232395997069962,21
0,5.124863186256032,0.4516379300914714,0.4061578937097533,0.18343631040538483,20
0,1.901639252942612,0.24455357809530143,0.530080288898349,0.12963303132788234,25
0,2.8369774196184894,0.5264385365305445,0.6104760984580773,0.3213781438591468,8
1,2.742886571495791,0.5890991039973248,0.615507895703283,0.36259514986208286,10
0,2.6287068584027353,0.4270872687956091,0.6085455951781125,0.25990207618221844,29
1,6.387358219017404,0.5114429621288955,0.4361403235239161,0.22306089896692644,28
1,4.824644094287372,0.7822021880674946,0.5063185929551075,0.39604351126874027,11
1,4.238314797253652,0.6494119165951485,0.49572252507990366,0.3219281151115268,17
0,2.2415290123888214,0.6217934305697966,0.6330958303641436,0.3936548282415549,5
0,7.295957483276535,0.2932562352443026,0.4261636778227893,0.12497515575617708,6
0,1.6138682866535519,0.5617102359261672,0.4172363653617738,0.23436593722433843,4
0,2.257372992991394,0.17281980388791796,0.35714263530842183,0.06172132019401566,10
1,7.336376448070185,0.705233800094291,0.4625107566664186,0.32617821850834433,38
0,5.680711481450386,0.44622736600012236,0.16612581884769367,0.07412988656901984,9
0,4.420882001668007,0.5036718987657397,0.3367300066517984,0.16960144182171147,13
0,6.800019451252592,0.4327897721947132,0.18586456735184176,0.08044028376327253,13
1,4.425572098150245,0.5066118215185705,0.4294472756046709,0.2175630665402699,36
0,2.3438491350772717,0.4876133695833342,0.5256078910225368,0.2562934348210891,9
0,3.7013062432768002,0.64005721514049,0.5713367098732964,0.3656881834290322,5
1,6.167713008525196,0.5396186953345812,0.5162124501670371,0.27855788887460403,22
0,1.623976452593499,0.2419856900798389,0.3446352176698868,0.08339679097366304,4
0,2.755595032067446,0.451353006545614,0.35149850231034335,0.15864990581405392,25
1,4.996639302872883,0.7411209076617972,0.495391129644327,0.36714472364960665,24
0,5.795936538179561,0.6285198960726418,0.35799137060936126,0.22500469905029832,35
0,6.964104629732203,0.4915241659231914,0.4317061340605315,0.2121939974680282,36
0,2.6306715907818825,0.28073545040676695,0.6568082192165431,0.18438935125262274,4
0,3.2470903701564615,0.4929607164042038,0.5748520403256373,0.28337947362534444,7
0,2.9618696947558174,0.37141684092607,0.5062182457103631,0.18801798164088016,34
0,4.227590368392482,0.547672650216168,0.42697880073216593,0.2338446113831064,23
0,5.479776198387338,0.3470402109349301,0.4667835879539055,0.16199267482448687,25
0,6.446088757641113,0.6317010746066598,0.43725428856811205,0.2762140039648469,11
0,2.8999904343380782,0.6868963336366302,0.5007674029359055,0.34397529308141056,20
1,7.463485307949104,0.6806481417836675,0.4542601690464756,0.3091913399478183,4
1,7.103066881494085,0.6227582948900164,0.45826162581124275,0.28538622870373626,3
0,4.7054625825625696,0.29103194886625094,0.26389210004945474,0.07680103216780049,19
1,3.057681297955075,0.6080322750099488,0.6649124472224188,0.40428822796707986,15
0,6.1183760053112985,0.38909578983540904,0.6061083325503781,0.23583420037951214,7
1,7.350900445638444,0.8653050145932215,0.28970958228594834,0.25068715432773864,37
1,2.6935762946112822,0.7312887202460653,0.6924248734980221,0.5063624996069122,17
0,2.4249085838796107,0.23999476217077204,0.5086395597859165,0.12207083018146721,12
0,6.332496289837273,0.4762117519912576,0.42497800868660424,0.20237952207440368,31
1,5.859768596979,0.32715284579356985,0.5593711524258528,0.18299986437094648,17
0,5.629445805563496,0.33126907192006877,0.36590267642854546,0.12121224003355348,37
1,5.451130762969296,0.6296674954717257,0.7643999923878314,0.48131782874545204,18
0,5.436600748875069,0.2825472587075457,0.21039942563060293,0.05944778094556899,1
0,2.7245013088903614,0.2786156217892269,0.6443263585880424,0.1795193890331958,34
1,7.366882067268994,0.43243736958644224,0.4985107200585327,0.21557466449275514,18
0,6.870242688042111,0.46392121849473095,0.359381476186371,0.16672469233681636,3
0,3.2565925909062035,0.5239319075973471,0.35975761168884784,0.1884884917648037,15
0,2.162783093666297,0.620950777121893,0.6865758990412666,0.4263298380628368,38
0,1.7691376153522653,0.4576065665311532,0.6533493951289207,0.2989769734501511,26
0,5.234197284383442,0.6259273076819294,0.4512851065264824,0.2824716717250738,27
0,2.6869344961901076,0.516933890417531,0.6306829751227804,0.3260214039503218,13
0,5.30510151870863,0.4521498771561358,0.49965932081388376,0.2259209005259158,22
0,1.6742312639673118,0.544918190622142,0.4570664229034148,0.24906380816266355,14
1,7.241746133940219,0.39539782984826977,0.6955314012392431,0.2750116066413229,29
0,4.929665766165221,0.5645971871304056,0.5074627967505054,0.2865120676186641,17
0,3.641624531408853,0.5018085694020694,0.4007695307706193,0.2011095848959431,27
0,5.384038608680409,0.33025759478594674,0.358262705157257,0.1183189793067425,30
0,3.304450183453117,0.33245494721164415,0.7147551004224281,0.23762386918019174,35
0,5.073948136562117,0.625888898593545,0.5024123514894384,0.31445431331351764,3
0,7.131414571080916,0.17365324875714844,0.28783516767087125,0.04998351197260534,3
0,6.23371097374705,0.7037096036945718,0.1,0.07037096036945718,30
1,3.7407812596957717,0.7396789015292032,0.6647189428077805,0.4916785774417124,3
0,2.9959885791679204,0.7019105083795144,0.5941338405066872,0.4170287860355221,29
0,4.409200670456611,0.27586602814847927,0.2337034698020855,0.0644708479788194,19
0,2.6153114054851967,0.49093554758384983,0.6012096890514009,0.2951552079071656,34
0,1.7664232808472733,0.4571514981550559,0.4225431050884134,0.19316621352625743,39
1,5.2959202612174945,0.7174214028393049,0.7654540858338772,0.5491531440680179,17
0,4.0337400537709955,0.36739506009416467,0.5787486591224522,0.21262939839771056,15
1,7.050699002950324,0.49929903660685,0.4960199806942782,0.24766229849840143,2
0,2.1595752838204207,0.6667177377305605,0.4918901028896604,0.327951856610647,38
0,2.2934404824572923,0.5892720340760286,0.23121771094464433,0.13625013084275378,2
1,6.991724812058728,0.5676698397895963,0.4915136461773695,0.2790174727799076,2
0,3.2603863899915773,0.3774032578375998,0.5999918665479467,0.2264388851112575,21
0,6.235333040601681,0.4109448863199375,0.6792698076558203,0.2791424538876869,6
0,4.840935045075407,0.5224620735803507,0.5552333109281511,0.2900883469484054,8
0,1.8480329303383531,0.64898691953067,0.6409529930313077,0.4159701085113514,8
1,6.073261681997758,0.4357877136385509,0.45614066106522394,0.19878049578319112,14
0,3.8263091625345487,0.6895304224242274,0.5367715242266469,0.3701202958452962,29
1,4.161727859894435,0.6733455626733585,0.6492588146747637,0.43717554188781654,2
0,6.980343584957042,0.24230834011909363,0.48801245028845036,0.1182494867868461,32
0,3.341268451863789,0.5750695821109275,0.38201949269500846,0.21968779002234703,10
1,5.19098450597956,0.398194875361548,0.51581745909634,0.20539586883417751,25
0,3.797213140504099,0.3776726254640711,0.8210851742601957,0.31010139349247245,33
0,6.741032693375203,0.6546416376731344,0.27245731127480033,0.17836190044895425,21
1,5.201261116004479,0.8279307847765343,0.627086306094595,0.5191840575275161,19
0,6.619942468022407,0.47567451846342,0.4910802131218768,0.2335943439036624,7
0,5.660197712589885,0.5443453427857032,0.4378656743311084,0.2383501405878603,29
1,7.0707240164782466,0.5477457573093769,0.6654751281481881,0.3645111780380839,24
0,1.695294263822371,0.41767191701529,0.6363580964848081,0.26578890606701067,20
1,7.280673749688061,0.5587016737893556,0.8011907784184034,0.4476266289269587,14
0,2.5915673868640066,0.4742712748878519,0.3953487536515938,0.18750255741966468,1
0,1.6756289058523517,0.6109752645117601,0.5002764492009049,0.30565653587952696,17
1,4.779486627251015,0.7545080415532825,0.602814170289537,0.4548281390457255,37
1,6.230676630255387,0.556293286417795,0.5662673703002252,0.3150107364154748,7
0,4.419005340589081,0.2770618755339672,0.6227122306923455,0.1725298185535617,6
0,5.37701257023118,0.41692828626472006,0.3917114507456291,0.16331558386964243,32
0,1.7091230739313839,0.5519840918149662,0.6440330988048136,0.35549602514255346,15
1,6.617273413673599,0.41328857947565495,0.5738606133675463,0.23717003771570128,20
1,3.5872120993192107,0.6015740174340892,0.7707695487362173,0.46367493394910625,3
0,7.179590745739756,0.28274026757126103,0.4408530677096581,0.12464691432383998,7
0,5.406247865916266,0.4435670828964264,0.6880481902178633,0.30519552862710314,1
0,3.6345452449747335,0.43761011193441585,0.4868227098980767,0.213038540570713,26
1,3.7691204238694516,0.3696430671966427,0.7785254937300957,0.2877765513931732,16
1,7.07653763721563,0.7551081053593387,0.5770221199922739,0.43571407977779497,6
0,4.559531658737536,0.12978573443522962,0.6194032109093366,0.08038970063940767,22
1,6.300270091202112,0.680488576970963,0.6113584500854069,0.41602244171779207,31
0,2.251017255464623,0.490903167293532,0.26697308645752815,0.13105793372413052,24
1,6.6536140061332265,0.7324774729988651,0.45006879977188957,0.32966525713254585,26
1,5.958489092531082,0.48810667026372884,0.6886845718784986,0.3361515332416156,36
0,2.5892227230503844,0.46854362414994366,0.5902767153466203,0.27657039145983014,17
0,2.9418589893890488,0.8980283313495996,0.3895186438037885,0.3497987777246752,20
1,7.236742177491671,0.45669672953266666,0.5451160057874731,0.24895269705904916,28
1,6.262242754167803,0.4355893441175912,0.3899672184845457,0.16986556492704463,39
0,2.377568508395533,0.5757362433989325,0.3624767492041161,0.2086910019062348,25
0,6.83477996533062,0.503935826067242,0.542442993128122,0.27335645783640744,16
0,3.8394623097930793,0.4791435721501752,0.48778030123234956,0.2337167959569565,2
0,5.015629462911292,0.41961662098788094,0.6556164007596099,0.27510753875098387,12
1,6.081240673065387,0.5977205111162204,0.5404763796608022,0.3230538178970991,24
1,7.232571036027862,0.5965423275934143,0.6674363762922921,0.39815404943391786,27
1,5.012440303028557,0.5009571932757364,0.7508744426210789,0.37615595327793866,9
1,5.703504345052373,0.6061457061545874,0.47615225908234443,0.2886176473185697,19
0,2.1979844043823604,0.6489309575170744,0.5698232666805761,0.36977595806253355,23
0,3.1542783110291053,0.1,0.41677320520286726,0.04167732052028673,23
1,2.6213328289552305,0.5331926872909897,0.5469830388413027,0.291647356382386,32
0,4.212736603652372,0.527723748418894,0.42510255228098337,0.2243367123521594,22
0,5.679041696422084,0.47876398055241365,0.47653320721841225,0.22814693515329523,6
0,5.974958459384258,0.2774532751232722,0.36617601601435856,0.10159673491477557,9
0,2.0640628959836516,0.46752543500542043,0.9,0.4207728915048784,9
0,2.4820441346342483,0.3511026003882829,0.5016014240279967,0.17611356433469535,22
0,5.9673800040631875,0.3613321414890783,0.5552611845230953,0.20063371288949225,39
1,7.183507357661539,0.45154816559138816,0.6867605662985686,0.31010547391262155,39
0,4.511576514699474,0.677796544077616,0.40788559581698863,0.27646344722379423,17
1,5.768690233751669,0.5603500987751591,0.5519070273108378,0.3092611572683324,12
0,3.414617418932509,0.43176869045744715,0.29260419440904195,0.12633732984234833,14
1,6.657255023116741,0.5102798126333842,0.25764937054843146,0.13147327252856297,1
1,6.944537373148125,0.3849510422514449,0.5113423445347813,0.1968417684759615,23
0,5.4432514438586015,0.4831320700595146,0.63203731594022,0.3053574968050579,10
0,2.809190856314564,0.7410860835135673,0.6869913944075661,0.5091197618890275,2
0,3.771930650440484,0.46168987124852867,0.5937100702609223,0.2741099258977201,8
0,4.38389456186782,0.45027736154698583,0.5418268757947541,0.24397237604810826,38
1,5.368887523250587,0.6934177579262177,0.5233836337445292,0.3629235058464082,33
0,5.225029413104787,0.5035003496887712,0.6076189031007863,0.3059363301887535,33
0,2.951093472276745,0.6270570688788649,0.3740546766265658,0.234553629125886,3
0,5.997001763369967,0.35118387807291895,0.28853339066094236,0.10132827508583828,4
0,7.224927652708377,0.4148039568607512,0.3253741715206304,0.13496649380704626,10
0,5.101348033551022,0.3152827709882064,0.300151537989368,0.09463260861365984,20
1,5.114901082557282,0.7529381987969588,0.7690725213576068,0.5790640789752322,33
0,3.2734389031768334,0.28013192217605254,0.2785629347177879,0.07803437034949617,37
0,4.747804940897618,0.3317797902023042,0.6903596659996056,0.22904738514948195,22
0,3.7632620270971344,0.4077513006239592,0.41257992989118175,0.16823000302447125,15
0,5.702339781057834,0.5999527690911245,0.5376661175640212,0.32257427607900857,29
0,2.6860173517450816,0.5680283139175235,0.588409017781562,0.33423298226432674,7
0,4.325394901035976,0.4354286048223447,0.2959933587879755,0.12888397525372788,26
1,7.488823547456193,0.5946199792549481,0.4039860157621389,0.24021815631177218,35
0,2.1356475295038733,0.4117298252612713,0.5228743263863227,0.21528295503664557,30
0,6.17770193810032,0.3064352167472201,0.16050633342223425,0.04918479307154393,12
0,4.320175609695286,0.6183672364494949,0.49945853883375374,0.308848796379731,38
0,3.582246784989663,0.45334044230555787,0.43931292174704406,0.19915831425535188,19
0,6.490696128899202,0.45255083881397706,0.4563434307791553,0.2065186023863548,12
0,5.116703037600381,0.5124109314649622,0.44376219775286607,0.22738860109948486,37
0,3.4261509832397636,0.5924024791384924,0.38535152874122863,0.22828320096611185,22
1,5.947453056740346,0.3414764182151911,0.2909538243239598,0.09935386979615772,36
0,3.7395636576259457,0.36171138905258216,0.3603905656166122,0.13035737209063056,11
0,5.936033179785656,0.5644570866570029,0.28714872735126595,0.16208313407796163,32
0,7.276063467812299,0.6116638799325405,0.4430777493864967,0.27101465530152236,22
0,4.1956446976423685,0.5368962025803372,0.2979147422728564,0.15994929381899647,13
0,2.7734832654984864,0.488472225914272,0.6144692296912458,0.3001511523831109,25
1,5.5153069154492576,0.5839373498015438,0.6599627676105195,0.38537690948617886,12
0,5.678774598383582,0.27803186282518855,0.4193777337228779,0.11660037253437763,31
0,4.23268456115841,0.3681949159911761,0.7644444637063337,0.2814645650942732,30
0,4.373614579324471,0.48936589726386714,0.7257741341436643,0.3551691103661206,4
0,7.116176010465428,0.5688912380602937,0.2732371527399855,0.15544222210631994,15
0,2.732173918997291,0.3715615971195764,0.4056563676964949,0.15072632786303578,5
0,2.1311268025140384,0.6388827337501134,0.6148716144249925,0.3928308579291849,11
0,5.065191595541337,0.2661636260411947,0.1768898594830487,0.047081646409925654,27
0,2.9520536845007954,0.5815485409891379,0.5254189644112437,0.3055566321613825,14
0,3.1794646643069617,0.5493224878593653,0.5895795932872467,0.3238693289756631,31
0,6.3731386988112675,0.3746577780110202,0.2944647474847417,0.11032350799520947,1
0,2.8662970180865432,0.5197947076831518,0.3464762410789358,0.1800965164507827,8
0,6.032507710260317,0.21317550392248957,0.7111639922298711,0.15160274241513225,4
0,2.5005612574185596,0.5208062557649753,0.5107394630814934,0.2659963074388864,10
0,4.649422449525253,0.47482837826226604,0.4993820234324716,0.23712075631976945,28
0,2.651749946610228,0.3958032400351478,0.33448450343849057,0.13239005020250208,13
0,5.171358995779229,0.5484510903932966,0.37204774830416887,0.2040499932357922,1
1,5.218683614043636,0.4617666999077053,0.7293136845518925,0.3367727733130566,12
0,2.216467969753853,0.6620794694980193,0.5249545378893169,0.34756162195633683,2
0,3.7462614181015947,0.3925480591243137,0.2825407287558174,0.11091081469666529,38
1,6.770322963804551,0.6175796762139082,0.3627017183657175,0.22399720979052795,7
0,5.321796756377927,0.2071456217429763,0.5085390879356043,0.10534164555102685,10
0,5.033499021389428,0.42471745479951967,0.4718540622563417,0.20040465635832755,22
0,2.7270668685540116,0.8011624284492203,0.2854499451340681,0.22869177124430665,25
1,4.862621316969591,0.45583069351152555,0.5449738129202614,0.24841579108906311,21
0,4.443947536235846,0.30463245901828884,0.5241401928461434,0.1596701158170408,9
0,4.0981929749096455,0.5355141287031803,0.2763492314998719,0.14798891792444735,27
0,3.123749459418653,0.6239890901761234,0.7032169000882854,0.43879967368256306,20
1,2.407925908256221,0.9,0.7175659523304314,0.6458093570973883,31
1,7.405931651442009,0.6461892610308753,0.36065240952256195,0.2330497139983889,32
0,3.5311375281478705,0.25103413390479257,0.4981420666983223,0.12505066227515674,8
0,3.696407673971018,0.3542151537296197,0.4687808546640614,0.16604928250033302,2
0,4.368994525754185,0.603324890740184,0.40681793695589563,0.2454433873650628,8
0,7.171146252132603,0.4542585412258935,0.4610140991383652,0.20941959215916323,28
0,2.5748420545959707,0.3722885647333626,0.5551172913516433,0.20666381965597516,7
1,5.890094878691005,0.7482356741640313,0.6330798525534664,0.4736929302750085,3
1,7.3036484066591605,0.5294086631954598,0.494592655601851,0.2618416366284684,39
0,3.6173881601916484,0.4261118790161535,0.3334309737656126,0.14207889875345095,10
0,3.7227565792677693,0.36433697997386694,0.4644295365346963,0.16920885475171396,31
1,7.225715614704979,0.5767123374435403,0.45840469296199055,0.264367641973198,6
0,3.6399596412320965,0.42457661591687273,0.354919718838793,0.15069061314674267,3
1,7.286280537773745,0.5818966752011372,0.39281418581122624,0.22857726869539427,8
0,7.312891598692189,0.21502640920198712,0.5690267327102371,0.12235577507462118,39
0,1.59446787560006,0.46897461172495547,0.6267717754147811,0.293940050015308,14
0,2.0101600408995193,0.41085553012923,0.43846153024948425,0.18014434445192526,6
0,3.9051006455290267,0.5196346347426474,0.5091261555646879,0.26455958388478484,30
0,2.5568898587561817,0.49698062250459235,0.4872428681631023,0.2421502639306216,34
0,5.169656976361197,0.3561254825358522,0.24730467907086856,0.08807149816748713,19
1,6.5779701600039555,0.40043318475762063,0.6331304535219922,0.25352644387084805,19
1,6.276188145162155,0.5227402513184625,0.7707401031011367,0.4028968751963059,10
1,7.495102756404851,0.6320313827001719,0.5290149541748538,0.3343540529562009,32
0,2.7792063602648787,0.688017821050573,0.4270436224882215,0.2938136226378896,32
0,5.1299287354525624,0.277669780066977,0.368822564423675,0.1024108803472603,7
0,6.404671984056396,0.18376449084880897,0.43807000450036665,0.08050171133314533,16
1,4.500053009104123,0.6295914477066888,0.4311730558832148,0.2714628684656303,32
0,1.8968838515310695,0.46869480359135196,0.4905340556912863,0.22991076288709672,24
0,4.44216119528861,0.6081519314189315,0.43431796630775055,0.2641313100600009,4
0,1.5772196209178373,0.299708634038064,0.6126404312284575,0.18361362679997148,35
0,6.984933578271401,0.6282649516469406,0.31745200984403354,0.19944397161488586,13
0,3.8270995259075598,0.6608250804635678,0.3208015425316749,0.21199370515633076,39
0,3.8640634970187895,0.3527937623419568,0.7083914681055645,0.2499160912439044,28
1,7.288398333557662,0.4888065292762805,0.4451897604064219,0.21761166165360196,36
0,5.972267247874827,0.4527614365522534,0.5709405623381775,0.25849986919018464,38
0,6.3405612411633445,0.424714813436443,0.44709831717548476,0.18988927836693364,26
0,4.29652415050482,0.6786437414986769,0.436933711785411,0.2965223289529559,2
1,6.437229977680141,0.5845286897541597,0.4179533241522081,0.2443057089450858,11
1,3.3766514662958045,0.5344380640212353,0.8213999839326549,0.43898741720004186,36
1,6.082620449662986,0.6711772969156762,0.7379333059355023,0.4952840815818392,15
0,3.8657837420153243,0.490114613443272,0.46723188905798774,0.22899717669402542,2
0,4.327498787672273,0.7863009587522553,0.4811882455395959,0.37835877880809987,14
0,1.5966051179419463,0.5211736058174485,0.5032205915515819,0.2622652902205274,37
1,6.865431645402068,0.37250339596851056,0.5657644321649472,0.21074917229963885,33
0,7.367598356657945,0.37687678659922086,0.21578957754046363,0.08132608256505333,31
0,5.998352551182476,0.28932854273051023,0.30785873146579634,0.08907231814186232,3
0,5.080966383909052,0.498873383370283,0.3235845421218717,0.161427715334662,28
0,5.963788703734017,0.6294249813061479,0.48180800420779524,0.30326199404164395,6
1,5.394629260747395,0.45431935724638706,0.2772709634678905,0.12596956590581848,23
0,5.004012500536003,0.5734545663269814,0.4372141039837555,0.2507224243920443,23
