Transaction_ID,Customer_ID,Transaction_Type,Source_Country,Destination_Country,Source_City,Destination_City,Source_Currency,Destination_Currency,Exchange_Rate,Amount,Converted_Amount,Fee_Charged,Tax,Total_Cost,Sharia_Compliant,Contract_Type,Transaction_Date,Transaction_Time,Processing_Time_Seconds,Fraud_Flag,AML_Flag,Risk_Score,Channel,Device_Type
TXN000046,CUST0045,Transfer,UK,UAE,,,,,,,,43.39798656708444,,,Yes,Salam,,,66.20549614133355,,,15,,
TXN000047,CUST0046,Transfer,UK,UAE,,,,,,,,40.49083330738434,,,Yes,Murabaha,,,60.89314449073904,,,19,,
TXN000048,CUST0047,Transfer,UK,UAE,,,,,,,,44.8182355828606,,,Yes,Salam,,,62.295062335776926,,,21,,
TXN000049,CUST0048,Transfer,UK,UAE,,,,,,,,42.72374514613775,,,Yes,Salam,,,60.68914530570774,,,12,,
TXN000050,CUST0049,Transfer,UK,UAE,,,,,,,,39.94164093429956,,,Yes,Ijara,,,61.321732997423986,,,17,,
TXN000051,CUST0050,Transfer,UK,UAE,,,,,,,,40.822882936169854,,,Yes,Other,,,57.47636886177273,,,16,,
TXN000052,CUST0051,Transfer,UK,UAE,,,,,,,,39.391528972259906,,,Yes,Other,,,64.14625031079667,,,8,,
TXN000053,CUST0052,Transfer,UK,UAE,,,,,,,,45.97904580141355,,,Yes,Other,,,65.27332048684413,,,5,,
TXN000054,CUST0053,Transfer,UK,UAE,,,,,,,,48.736358277249145,,,Yes,Other,,,55.846799230769896,,,24,,
TXN000055,CUST0054,Transfer,UK,UAE,,,,,,,,46.265485094681026,,,Yes,Salam,,,59.518000470100965,,,15,,
TXN000056,CUST0055,Transfer,UK,UAE,,,,,,,,43.92869081374383,,,Yes,Other,,,62.65006921308312,,,8,,
TXN000057,CUST0056,Transfer,UK,UAE,,,,,,,,42.60363913916233,,,Yes,Ijara,,,59.506759309003314,,,18,,
TXN000058,CUST0057,Transfer,UK,UAE,,,,,,,,41.927194815953555,,,Yes,Ijara,,,61.385891929066375,,,21,,
TXN000059,CUST0058,Transfer,UK,UAE,,,,,,,,39.84111211739148,,,Yes,Ijara,,,70.58050870245008,,,8,,
TXN000060,CUST0059,Transfer,UK,UAE,,,,,,,,48.640366477974034,,,Yes,Murabaha,,,57.40918607270454,,,19,,
TXN000061,CUST0060,Transfer,UK,UAE,,,,,,,,39.69793007202761,,,Yes,Murabaha,,,50.93906498530852,,,17,,
TXN000062,CUST0061,Transfer,UK,UAE,,,,,,,,40.25158995736851,,,Yes,Murabaha,,,59.50630093846843,,,4,,
TXN000063,CUST0062,Transfer,UK,UAE,,,,,,,,42.21349557220252,,,Yes,Other,,,60.85920157510154,,,4,,
TXN000064,CUST0063,Transfer,UK,UAE,,,,,,,,42.46124068347598,,,Yes,Murabaha,,,60.05005025559359,,,20,,
TXN000065,CUST0064,Transfer,UK,UAE,,,,,,,,44.60611798983779,,,Yes,Murabaha,,,63.84405598591021,,,20,,
TXN000066,CUST0065,Transfer,UK,UAE,,,,,,,,40.77971410438074,,,Yes,Salam,,,57.359591200784145,,,9,,
TXN000067,CUST0066,Transfer,UK,UAE,,,,,,,,36.834220678170986,,,Yes,Ijara,,,56.623599417018724,,,14,,
TXN000068,CUST0067,Transfer,UK,UAE,,,,,,,,42.105728492685174,,,Yes,Other,,,59.12756412809614,,,1,,
TXN000069,CUST0068,Transfer,UK,UAE,,,,,,,,42.30782837537148,,,Yes,Ijara,,,59.230756317604204,,,9,,
TXN000070,CUST0069,Transfer,UK,UAE,,,,,,,,42.06417599370374,,,Yes,Other,,,73.1042047397456,,,23,,
TXN000071,CUST0070,Transfer,UK,UAE,,,,,,,,42.02427437878754,,,Yes,Other,,,70.26223773964156,,,13,,
TXN000072,CUST0071,Transfer,UK,UAE,,,,,,,,41.748127968344825,,,Yes,Ijara,,,54.152365253526156,,,21,,
TXN000073,CUST0072,Transfer,UK,UAE,,,,,,,,38.826865342698525,,,Yes,Ijara,,,52.85095543554467,,,18,,
TXN000074,CUST0073,Transfer,UK,UAE,,,,,,,,47.18660025213937,,,Yes,Other,,,62.07123526189766,,,10,,
TXN000075,CUST0074,Transfer,UK,UAE,,,,,,,,47.016818073371994,,,Yes,Salam,,,72.05797506002179,,,4,,
TXN000076,CUST0075,Transfer,UK,UAE,,,,,,,,46.98627651860019,,,Yes,Salam,,,65.83044870913244,,,15,,
TXN000077,CUST0076,Transfer,UK,UAE,,,,,,,,39.24333464858534,,,Yes,Other,,,62.33557150398603,,,4,,
TXN000078,CUST0077,Transfer,UK,UAE,,,,,,,,44.01142557709547,,,Yes,Ijara,,,60.21962863644185,,,20,,
TXN000079,CUST0078,Transfer,UK,UAE,,,,,,,,41.5314629048517,,,Yes,Murabaha,,,67.88581238220402,,,11,,
TXN000080,CUST0079,Transfer,UK,UAE,,,,,,,,41.368381933446265,,,Yes,Ijara,,,63.38994689801652,,,12,,
TXN000081,CUST0080,Transfer,UK,UAE,,,,,,,,40.014067533604475,,,Yes,Other,,,71.15879191590176,,,13,,
TXN000082,CUST0081,Transfer,UK,UAE,,,,,,,,50.496686660613065,,,Yes,Salam,,,54.061475687870924,,,2,,
TXN000083,CUST0082,Transfer,UK,UAE,,,,,,,,42.053781903656734,,,Yes,Murabaha,,,64.61822894266594,,,8,,
TXN000084,CUST0083,Transfer,UK,UAE,,,,,,,,40.034018293520155,,,Yes,Ijara,,,59.68351166227058,,,4,,
TXN000085,CUST0084,Transfer,UK,UAE,,,,,,,,43.214531794436176,,,Yes,Murabaha,,,64.57137608756801,,,9,,
TXN000086,CUST0085,Transfer,UK,UAE,,,,,,,,45.08940752495218,,,Yes,Murabaha,,,63.75428125798199,,,2,,
TXN000087,CUST0086,Transfer,UK,UAE,,,,,,,,42.37599522260509,,,Yes,Salam,,,65.04833104500011,,,23,,
TXN000088,CUST0087,Transfer,UK,UAE,,,,,,,,43.53277300242629,,,Yes,Salam,,,67.38791073388094,,,5,,
TXN000089,CUST0088,Transfer,UK,UAE,,,,,,,,45.805629152819165,,,Yes,Other,,,69.44896289880914,,,5,,
TXN000090,CUST0089,Transfer,UK,UAE,,,,,,,,39.936211472902194,,,Yes,Murabaha,,,72.25861585201808,,,23,,
TXN000091,CUST0090,Transfer,UK,UAE,,,,,,,,43.33337381531349,,,Yes,Ijara,,,62.578971505286866,,,4,,
TXN000092,CUST0091,Transfer,UK,UAE,,,,,,,,40.882939335012324,,,Yes,Salam,,,59.78825013194843,,,19,,
TXN000093,CUST0092,Transfer,UK,UAE,,,,,,,,40.47698813169453,,,Yes,Other,,,56.370891156591384,,,9,,
TXN000094,CUST0093,Transfer,UK,UAE,,,,,,,,48.055920171394774,,,Yes,Salam,,,64.67443170181792,,,12,,
TXN000095,CUST0094,Transfer,UK,UAE,,,,,,,,42.531831914181545,,,Yes,Other,,,66.67458673713377,,,3,,
TXN000096,CUST0095,Transfer,UK,UAE,,,,,,,,39.61423050008946,,,Yes,Murabaha,,,55.75776125484446,,,5,,
TXN000097,CUST0096,Transfer,UK,UAE,,,,,,,,42.465400029858934,,,Yes,Salam,,,68.2233249212437,,,2,,
TXN000098,CUST0097,Transfer,UK,UAE,,,,,,,,39.17154654353105,,,Yes,Murabaha,,,61.99324844808094,,,23,,
TXN000099,CUST0098,Transfer,UK,UAE,,,,,,,,42.14768385060994,,,Yes,Ijara,,,56.22091607878837,,,13,,
TXN000100,CUST0099,Transfer,UK,UAE,,,,,,,,40.764548537066396,,,Yes,Ijara,,,58.25856402752676,,,7,,
TXN000101,CUST0100,Transfer,UK,UAE,,,,,,,,44.33283227367642,,,Yes,Ijara,,,57.783786186781114,,,21,,
TXN000102,CUST0101,Transfer,UK,UAE,,,,,,,,48.61123021094647,,,Yes,Salam,,,57.87272375950471,,,8,,
TXN000103,CUST0102,Transfer,UK,UAE,,,,,,,,42.27522301313103,,,Yes,Murabaha,,,65.34950698221321,,,20,,
TXN000104,CUST0103,Transfer,UK,UAE,,,,,,,,40.87725815481741,,,Yes,Salam,,,66.81913864344274,,,11,,
TXN000105,CUST0104,Transfer,UK,UAE,,,,,,,,43.07301318662825,,,Yes,Other,,,70.99572790761601,,,12,,
TXN000106,CUST0105,Transfer,UK,UAE,,,,,,,,47.27389291277451,,,Yes,Ijara,,,59.00888883830752,,,18,,
TXN000107,CUST0106,Transfer,UK,UAE,,,,,,,,44.348993195298405,,,Yes,Murabaha,,,64.21478133727653,,,18,,
TXN000108,CUST0107,Transfer,UK,UAE,,,,,,,,42.37685466144766,,,Yes,Other,,,59.264870998506716,,,16,,
TXN000109,CUST0108,Transfer,UK,UAE,,,,,,,,36.600817229828344,,,Yes,Ijara,,,62.60061951497854,,,20,,
TXN000110,CUST0109,Transfer,UK,UAE,,,,,,,,42.64302215675391,,,Yes,Ijara,,,55.09809806337171,,,22,,
TXN000111,CUST0110,Transfer,UK,UAE,,,,,,,,45.129645640785995,,,Yes,Murabaha,,,56.884014298301096,,,6,,
TXN000112,CUST0111,Transfer,UK,UAE,,,,,,,,45.67256638523767,,,Yes,Ijara,,,66.51530244329389,,,18,,
TXN000113,CUST0112,Transfer,UK,UAE,,,,,,,,46.732525341599036,,,Yes,Other,,,55.082670239471256,,,17,,
TXN000114,CUST0113,Transfer,UK,UAE,,,,,,,,40.77651888200584,,,Yes,Other,,,65.57415483838845,,,18,,
TXN000115,CUST0114,Transfer,UK,UAE,,,,,,,,41.59085727858899,,,Yes,Salam,,,59.119254739741415,,,24,,
TXN000116,CUST0115,Transfer,UK,UAE,,,,,,,,42.43937553977511,,,Yes,Other,,,52.872318076467266,,,21,,
TXN000117,CUST0116,Transfer,UK,UAE,,,,,,,,44.92888142611057,,,Yes,Other,,,49.80715330284265,,,3,,
TXN000118,CUST0117,Transfer,UK,UAE,,,,,,,,42.01060187996687,,,Yes,Ijara,,,69.81730673276671,,,9,,
TXN000119,CUST0118,Transfer,UK,UAE,,,,,,,,44.37449523414304,,,Yes,Other,,,52.97291765992062,,,7,,
TXN000120,CUST0119,Transfer,UK,UAE,,,,,,,,41.646893976115116,,,Yes,Salam,,,62.178136919929706,,,24,,
TXN000121,CUST0120,Transfer,UK,UAE,,,,,,,,40.682476071374914,,,Yes,Other,,,64.26975397188491,,,22,,
TXN000122,CUST0121,Transfer,UK,UAE,,,,,,,,46.12918542630361,,,Yes,Other,,,55.933988854767655,,,7,,
TXN000123,CUST0122,Transfer,UK,UAE,,,,,,,,43.73708261787516,,,Yes,Murabaha,,,59.73237315823222,,,19,,
TXN000124,CUST0123,Transfer,UK,UAE,,,,,,,,45.03992923254997,,,Yes,Ijara,,,64.89411955003906,,,1,,
TXN000125,CUST0124,Transfer,UK,UAE,,,,,,,,42.18112011203039,,,Yes,Ijara,,,63.96658092410237,,,1,,
TXN000126,CUST0125,Transfer,UK,UAE,,,,,,,,45.212380920361724,,,Yes,Murabaha,,,60.19712216762873,,,1,,
TXN000127,CUST0126,Transfer,UK,UAE,,,,,,,,39.61198972748934,,,Yes,Other,,,63.68452314837661,,,11,,
TXN000128,CUST0127,Transfer,UK,UAE,,,,,,,,40.08970671662195,,,Yes,Other,,,61.98882667907211,,,23,,
TXN000129,CUST0128,Transfer,UK,UAE,,,,,,,,45.626316411107176,,,Yes,Ijara,,,57.647917102187364,,,18,,
TXN000130,CUST0129,Transfer,UK,UAE,,,,,,,,42.58927984706574,,,Yes,Salam,,,68.50245228386865,,,13,,
TXN000131,CUST0130,Transfer,UK,UAE,,,,,,,,42.06035163520919,,,Yes,Murabaha,,,63.537102924807165,,,22,,
TXN000132,CUST0131,Transfer,UK,UAE,,,,,,,,40.04139744653661,,,Yes,Ijara,,,53.289844113804655,,,15,,
TXN000133,CUST0132,Transfer,UK,UAE,,,,,,,,45.213411748937375,,,Yes,Ijara,,,65.10837324585873,,,17,,
TXN000134,CUST0133,Transfer,UK,UAE,,,,,,,,48.39619760507814,,,Yes,Murabaha,,,59.422420750031826,,,10,,
TXN000135,CUST0134,Transfer,UK,UAE,,,,,,,,44.62286164567586,,,Yes,Other,,,61.05281904675954,,,8,,
TXN000136,CUST0135,Transfer,UK,UAE,,,,,,,,41.452601557203295,,,Yes,Murabaha,,,62.5409741709837,,,21,,
TXN000137,CUST0136,Transfer,UK,UAE,,,,,,,,46.96038092247953,,,Yes,Salam,,,58.53526248506952,,,9,,
TXN000138,CUST0137,Transfer,UK,UAE,,,,,,,,43.87818026140338,,,Yes,Salam,,,71.51518931447177,,,19,,
TXN000139,CUST0138,Transfer,UK,UAE,,,,,,,,41.50103373083805,,,Yes,Murabaha,,,55.0334113736579,,,18,,
TXN000140,CUST0139,Transfer,UK,UAE,,,,,,,,46.627046735075126,,,Yes,Other,,,62.78343738649219,,,8,,
TXN000141,CUST0140,Transfer,UK,UAE,,,,,,,,42.258770434433835,,,Yes,Other,,,64.40675790577458,,,5,,
TXN000142,CUST0141,Transfer,UK,UAE,,,,,,,,38.47195133578203,,,Yes,Murabaha,,,62.70606387514001,,,14,,
TXN000143,CUST0142,Transfer,UK,UAE,,,,,,,,41.84714925987401,,,Yes,Murabaha,,,61.54507095761014,,,13,,
TXN000144,CUST0143,Transfer,UK,UAE,,,,,,,,44.39624717799691,,,Yes,Murabaha,,,60.61493358506605,,,1,,
TXN000145,CUST0144,Transfer,UK,UAE,,,,,,,,40.647025533312124,,,Yes,Murabaha,,,58.48410027101015,,,11,,
TXN000146,CUST0145,Transfer,UK,UAE,,,,,,,,37.18301201949698,,,Yes,Ijara,,,58.3954342091358,,,12,,
TXN000147,CUST0146,Transfer,UK,UAE,,,,,,,,47.20947685677362,,,Yes,Salam,,,68.2927172563389,,,6,,
TXN000148,CUST0147,Transfer,UK,UAE,,,,,,,,51.781715203804,,,Yes,Salam,,,60.291266382515374,,,12,,
TXN000149,CUST0148,Transfer,UK,UAE,,,,,,,,41.37358903694244,,,Yes,Ijara,,,73.1609283340319,,,3,,
TXN000150,CUST0149,Transfer,UK,UAE,,,,,,,,40.910523801412,,,Yes,Murabaha,,,65.84470159397884,,,8,,
TXN000151,CUST0150,Transfer,UK,UAE,,,,,,,,38.75872472088095,,,Yes,Other,,,49.16185142696787,,,22,,
TXN000152,CUST0151,Transfer,UK,UAE,,,,,,,,40.336425767924574,,,Yes,Ijara,,,66.91629508113783,,,2,,
TXN000153,CUST0152,Transfer,UK,UAE,,,,,,,,38.21649581462063,,,Yes,Ijara,,,62.23420097138709,,,6,,
TXN000154,CUST0153,Transfer,UK,UAE,,,,,,,,38.88507850734429,,,Yes,Murabaha,,,55.55024126308088,,,3,,
TXN000155,CUST0154,Transfer,UK,UAE,,,,,,,,42.80673832109375,,,Yes,Other,,,69.02127599912981,,,7,,
TXN000156,CUST0155,Transfer,UK,UAE,,,,,,,,38.06290732833174,,,Yes,Ijara,,,60.32041533273236,,,16,,
TXN000157,CUST0156,Transfer,UK,UAE,,,,,,,,38.39472019579722,,,Yes,Salam,,,59.895338198591084,,,17,,
TXN000158,CUST0157,Transfer,UK,UAE,,,,,,,,43.42106152817249,,,Yes,Other,,,64.37595008471146,,,12,,
TXN000159,CUST0158,Transfer,UK,UAE,,,,,,,,40.947593981007614,,,Yes,Ijara,,,68.21415169778118,,,15,,
TXN000160,CUST0159,Transfer,UK,UAE,,,,,,,,43.87002032615578,,,Yes,Salam,,,63.06707599099079,,,14,,
TXN000161,CUST0160,Transfer,UK,UAE,,,,,,,,41.77398322530602,,,Yes,Murabaha,,,62.70909673947669,,,1,,
TXN000162,CUST0161,Transfer,UK,UAE,,,,,,,,42.24332478960186,,,Yes,Salam,,,59.01566992773373,,,12,,
TXN000163,CUST0162,Transfer,UK,UAE,,,,,,,,45.140318945297246,,,Yes,Salam,,,68.1287842451605,,,20,,
TXN000164,CUST0163,Transfer,UK,UAE,,,,,,,,41.153928770600245,,,Yes,Salam,,,63.1152539327939,,,23,,
TXN000165,CUST0164,Transfer,UK,UAE,,,,,,,,44.92910310900785,,,Yes,Ijara,,,61.372784362915,,,20,,
TXN000166,CUST0165,Transfer,UK,UAE,,,,,,,,41.540456854781034,,,Yes,Other,,,60.75246561520615,,,14,,
TXN000167,CUST0166,Transfer,UK,UAE,,,,,,,,40.33777440889636,,,Yes,Murabaha,,,67.63412797793528,,,16,,
TXN000168,CUST0167,Transfer,UK,UAE,,,,,,,,39.5779436450478,,,Yes,Ijara,,,61.18838201850436,,,15,,
TXN000169,CUST0168,Transfer,UK,UAE,,,,,,,,37.82997810573854,,,Yes,Ijara,,,67.6469880906766,,,8,,
TXN000170,CUST0169,Transfer,UK,UAE,,,,,,,,39.078732447607244,,,Yes,Salam,,,60.14212648321732,,,21,,
TXN000171,CUST0170,Transfer,UK,UAE,,,,,,,,37.47952443848414,,,Yes,Salam,,,66.1115274189137,,,1,,
TXN000172,CUST0171,Transfer,UK,UAE,,,,,,,,39.81647115447896,,,Yes,Ijara,,,63.535480901711814,,,13,,
TXN000173,CUST0172,Transfer,UK,UAE,,,,,,,,45.26301757979765,,,Yes,Salam,,,57.74622505708022,,,3,,
TXN000174,CUST0173,Transfer,UK,UAE,,,,,,,,42.775057362596,,,Yes,Ijara,,,62.06511951186638,,,24,,
TXN000175,CUST0174,Transfer,UK,UAE,,,,,,,,41.636372485011236,,,Yes,Salam,,,51.546985417994314,,,12,,
TXN000176,CUST0175,Transfer,UK,UAE,,,,,,,,40.72613076977278,,,Yes,Ijara,,,58.77980079484074,,,7,,
TXN000177,CUST0176,Transfer,UK,UAE,,,,,,,,42.55624309249973,,,Yes,Salam,,,54.61096797370177,,,8,,
TXN000178,CUST0177,Transfer,UK,UAE,,,,,,,,42.89062582723428,,,Yes,Murabaha,,,72.48750046589836,,,17,,
TXN000179,CUST0178,Transfer,UK,UAE,,,,,,,,39.454832857816406,,,Yes,Other,,,54.669846919916935,,,18,,
TXN000180,CUST0179,Transfer,UK,UAE,,,,,,,,44.190674962488686,,,Yes,Ijara,,,75.42895313608989,,,10,,
TXN000181,CUST0180,Transfer,UK,UAE,,,,,,,,41.823100785720854,,,Yes,Murabaha,,,65.07139766334241,,,15,,
TXN000182,CUST0181,Transfer,UK,UAE,,,,,,,,43.69044268074519,,,Yes,Ijara,,,59.90566416023489,,,23,,
TXN000183,CUST0182,Transfer,UK,UAE,,,,,,,,42.70395927471095,,,Yes,Other,,,66.53180050310414,,,21,,
TXN000184,CUST0183,Transfer,UK,UAE,,,,,,,,38.54478703376717,,,Yes,Other,,,59.27742640420225,,,21,,
TXN000185,CUST0184,Transfer,UK,UAE,,,,,,,,46.70254861939283,,,Yes,Murabaha,,,55.45225559796196,,,10,,
TXN000186,CUST0185,Transfer,UK,UAE,,,,,,,,42.76563410983495,,,Yes,Salam,,,62.89535134104414,,,9,,
TXN000187,CUST0186,Transfer,UK,UAE,,,,,,,,41.6969076581585,,,Yes,Other,,,66.0003634816312,,,1,,
TXN000188,CUST0187,Transfer,UK,UAE,,,,,,,,44.547667880414274,,,Yes,Salam,,,68.89205447630944,,,21,,
TXN000189,CUST0188,Transfer,UK,UAE,,,,,,,,39.32801519280153,,,Yes,Salam,,,64.98865054779496,,,23,,
TXN000190,CUST0189,Transfer,UK,UAE,,,,,,,,38.0771389080492,,,Yes,Ijara,,,59.85327238165335,,,5,,
TXN000191,CUST0190,Transfer,UK,UAE,,,,,,,,44.469763999108174,,,Yes,Ijara,,,69.43138041040412,,,15,,
TXN000192,CUST0191,Transfer,UK,UAE,,,,,,,,46.23970050890912,,,Yes,Other,,,68.3148791311802,,,14,,
TXN000193,CUST0192,Transfer,UK,UAE,,,,,,,,43.65924681338251,,,Yes,Other,,,63.845087638857706,,,11,,
TXN000194,CUST0193,Transfer,UK,UAE,,,,,,,,45.2173514906746,,,Yes,Salam,,,68.55388873411748,,,23,,
TXN000195,CUST0194,Transfer,UK,UAE,,,,,,,,39.00149190647982,,,Yes,Murabaha,,,73.42405155492403,,,17,,
TXN000196,CUST0195,Transfer,UK,UAE,,,,,,,,41.72217765990779,,,Yes,Murabaha,,,59.78208029953134,,,21,,
TXN000197,CUST0196,Transfer,UK,UAE,,,,,,,,40.82586822873972,,,Yes,Salam,,,58.00161158858498,,,14,,
TXN000198,CUST0197,Transfer,UK,UAE,,,,,,,,45.882790357846275,,,Yes,Other,,,59.63655404786017,,,6,,
TXN000199,CUST0198,Transfer,UK,UAE,,,,,,,,44.28220200943897,,,Yes,Other,,,55.75174985017078,,,22,,
TXN000200,CUST0199,Transfer,UK,UAE,,,,,,,,45.89346854048581,,,Yes,Other,,,65.45607392308347,,,4,,
TXN000201,CUST0200,Transfer,UK,UAE,,,,,,,,40.94637867073365,,,Yes,Salam,,,54.450483993281566,,,13,,
TXN000202,CUST0201,Transfer,UK,UAE,,,,,,,,39.405563708374814,,,Yes,Ijara,,,68.82507117035848,,,21,,
TXN000203,CUST0202,Transfer,UK,UAE,,,,,,,,46.787236021967054,,,Yes,Ijara,,,59.13909181913256,,,24,,
TXN000204,CUST0203,Transfer,UK,UAE,,,,,,,,42.878331058865555,,,Yes,Other,,,69.2935389942208,,,22,,
TXN000205,CUST0204,Transfer,UK,UAE,,,,,,,,45.99464294372641,,,Yes,Salam,,,49.71480850839776,,,17,,
TXN000206,CUST0205,Transfer,UK,UAE,,,,,,,,42.60516527486607,,,Yes,Ijara,,,60.57406186148085,,,21,,
TXN000207,CUST0206,Transfer,UK,UAE,,,,,,,,49.41155629133661,,,Yes,Ijara,,,56.03494792121873,,,12,,
TXN000208,CUST0207,Transfer,UK,UAE,,,,,,,,46.33398948487844,,,Yes,Salam,,,69.26677461294102,,,23,,
