Account_ID,Month,Total_Asset_Market_Value,Bank_Ownership_Balance,Customer_Ownership_Balance,Arrears_Amount,Write_Down_Loss,Default_Event_Trigger,Realised_Recovery,Audit_Status
MSH-2026-005,7,606324.38,469500.0,130500.0,0.0,0.0,0,0.0,Default (90d+)
MSH-2026-005,8,606562.08,468000.0,132000.0,0.0,0.0,0,0.0,Default (90d+)
MSH-2026-005,9,615361.25,466500.0,133500.0,0.0,0.0,0,0.0,Default (90d+)
MSH-2026-005,10,613150.12,465000.0,135000.0,0.0,0.0,0,0.0,Default (90d+)
MSH-2026-005,11,612228.62,463500.0,136500.0,0.0,0.0,0,0.0,Default (90d+)
MSH-2026-005,12,613001.67,462000.0,138000.0,0.0,0.0,0,0.0,Default (90d+)
MSH-2026-005,13,612251.46,460500.0,139500.0,0.0,0.0,0,0.0,Default (90d+)
MSH-2026-005,14,621588.37,459000.0,141000.0,0.0,0.0,0,0.0,Default (90d+)
MSH-2026-005,15,618764.51,459000.0,141000.0,5100.0,0.0,1,0.0,Default (90d+)
MSH-2026-005,16,618899.32,459000.0,141000.0,10200.0,0.0,1,0.0,Default (90d+)
MSH-2026-005,17,614957.03,459000.0,141000.0,15300.0,0.0,1,0.0,Default (90d+)
MSH-2026-005,18,624820.61,459000.0,141000.0,20400.0,0.0,1,0.0,Default (90d+)
MSH-2026-005,19,619378.06,459000.0,141000.0,25500.0,0.0,1,0.0,Default (90d+)
MSH-2026-005,20,621439.91,459000.0,141000.0,30600.0,0.0,1,0.0,Default (90d+)
MSH-2026-005,21,619777.55,459000.0,141000.0,35700.0,0.0,1,0.0,Default (90d+)
MSH-2026-005,22,630341.59,459000.0,141000.0,40800.0,0.0,1,0.0,Default (90d+)
MSH-2026-005,23,622149.34,459000.0,141000.0,45900.0,0.0,1,0.0,Default (90d+)
MSH-2026-005,24,628426.38,459000.0,141000.0,51000.0,0.0,1,0.0,Default (90d+)
MSH-2026-006,1,505467.91,398500.0,101500.0,0.0,0.0,0,0.0,Performing
MSH-2026-006,2,505870.13,397000.0,103000.0,0.0,0.0,0,0.0,Performing
MSH-2026-006,3,506506.92,395500.0,104500.0,0.0,0.0,0,0.0,Performing
MSH-2026-006,4,501480.11,394000.0,106000.0,0.0,0.0,0,0.0,Performing
MSH-2026-006,5,503391.3,392500.0,107500.0,0.0,0.0,0,0.0,Performing
MSH-2026-006,6,505663.57,391000.0,109000.0,0.0,0.0,0,0.0,Performing
MSH-2026-006,7,511861.29,389500.0,110500.0,0.0,0.0,0,0.0,Performing
MSH-2026-006,8,504864.06,388000.0,112000.0,0.0,0.0,0,0.0,Performing
MSH-2026-006,9,508840.78,386500.0,113500.0,0.0,0.0,0,0.0,Performing
MSH-2026-006,10,512794.01,385000.0,115000.0,0.0,0.0,0,0.0,Performing
MSH-2026-006,11,513869.0,383500.0,116500.0,0.0,0.0,0,0.0,Performing
MSH-2026-006,12,512767.05,382000.0,118000.0,0.0,0.0,0,0.0,Performing
MSH-2026-006,13,512920.24,380500.0,119500.0,0.0,0.0,0,0.0,Performing
MSH-2026-006,14,515772.42,379000.0,121000.0,0.0,0.0,0,0.0,Performing
MSH-2026-006,15,512950.06,377500.0,122500.0,0.0,0.0,0,0.0,Performing
MSH-2026-006,16,512820.85,376000.0,124000.0,0.0,0.0,0,0.0,Performing
MSH-2026-006,17,514856.46,374500.0,125500.0,0.0,0.0,0,0.0,Performing
MSH-2026-006,18,519801.31,373000.0,127000.0,0.0,0.0,0,0.0,Performing
MSH-2026-006,19,516962.23,371500.0,128500.0,0.0,0.0,0,0.0,Performing
MSH-2026-006,20,517319.24,370000.0,130000.0,0.0,0.0,0,0.0,Performing
MSH-2026-006,21,517633.34,368500.0,131500.0,0.0,0.0,0,0.0,Performing
MSH-2026-006,22,525350.98,367000.0,133000.0,0.0,0.0,0,0.0,Performing
MSH-2026-006,23,519871.5,365500.0,134500.0,0.0,0.0,0,0.0,Performing
MSH-2026-006,24,524994.89,364000.0,136000.0,0.0,0.0,0,0.0,Performing
MSH-2026-007,1,499578.84,398500.0,101500.0,0.0,0.0,0,0.0,Written-off
MSH-2026-007,2,498234.9,397000.0,103000.0,0.0,0.0,0,0.0,Written-off
MSH-2026-007,3,499756.83,395500.0,104500.0,0.0,0.0,0,0.0,Written-off
MSH-2026-007,4,504872.76,394000.0,106000.0,0.0,0.0,0,0.0,Written-off
MSH-2026-007,5,502452.13,392500.0,107500.0,0.0,0.0,0,0.0,Written-off
MSH-2026-007,6,510883.32,391000.0,109000.0,0.0,0.0,0,0.0,Written-off
MSH-2026-007,7,506080.68,389500.0,110500.0,0.0,0.0,0,0.0,Written-off
MSH-2026-007,8,507228.65,388000.0,112000.0,0.0,0.0,0,0.0,Written-off
MSH-2026-007,9,511135.3,386500.0,113500.0,0.0,0.0,0,0.0,Written-off
MSH-2026-007,10,509101.76,385000.0,115000.0,0.0,0.0,0,0.0,Written-off
MSH-2026-007,11,513161.8,383500.0,116500.0,0.0,0.0,0,0.0,Written-off
MSH-2026-007,12,513419.12,382000.0,118000.0,0.0,0.0,0,0.0,Written-off
MSH-2026-007,13,513698.92,380500.0,119500.0,0.0,0.0,0,0.0,Written-off
MSH-2026-007,14,514354.95,379000.0,121000.0,0.0,0.0,0,0.0,Written-off
MSH-2026-007,15,512181.35,377500.0,122500.0,0.0,0.0,0,0.0,Written-off
MSH-2026-007,16,511881.14,376000.0,124000.0,0.0,0.0,0,0.0,Written-off
MSH-2026-007,17,514132.51,374500.0,125500.0,0.0,0.0,0,0.0,Written-off
MSH-2026-007,18,515953.15,373000.0,127000.0,0.0,0.0,0,0.0,Written-off
MSH-2026-007,19,522670.56,371500.0,128500.0,0.0,0.0,0,0.0,Written-off
MSH-2026-007,20,516912.2,55725.0,128500.0,0.0,315775.0,0,0.0,Written-off
MSH-2026-007,21,525249.03,8358.75,128500.0,0.0,47366.25,0,0.0,Written-off
MSH-2026-007,22,523280.1,1253.81,128500.0,0.0,7104.94,0,0.0,Written-off
MSH-2026-007,23,527969.23,188.07,128500.0,0.0,1065.74,0,0.0,Written-off
MSH-2026-007,24,528941.89,28.21,128500.0,0.0,159.86,0,0.0,Written-off
MSH-2026-008,1,354038.06,278500.0,71500.0,0.0,0.0,0,0.0,Performing
MSH-2026-008,2,349011.81,277000.0,73000.0,0.0,0.0,0,0.0,Performing
MSH-2026-008,3,350675.72,275500.0,74500.0,0.0,0.0,0,0.0,Performing
MSH-2026-008,4,355467.7,274000.0,76000.0,0.0,0.0,0,0.0,Performing
MSH-2026-008,5,356107.87,272500.0,77500.0,0.0,0.0,0,0.0,Performing
MSH-2026-008,6,355539.9,271000.0,79000.0,0.0,0.0,0,0.0,Performing
MSH-2026-008,7,358187.88,269500.0,80500.0,0.0,0.0,0,0.0,Performing
MSH-2026-008,8,353155.79,268000.0,82000.0,0.0,0.0,0,0.0,Performing
MSH-2026-008,9,354089.72,266500.0,83500.0,0.0,0.0,0,0.0,Performing
MSH-2026-008,10,355463.85,265000.0,85000.0,0.0,0.0,0,0.0,Performing
MSH-2026-008,11,354933.95,263500.0,86500.0,0.0,0.0,0,0.0,Performing
MSH-2026-008,12,360471.83,262000.0,88000.0,0.0,0.0,0,0.0,Performing
MSH-2026-008,13,362541.74,260500.0,89500.0,0.0,0.0,0,0.0,Performing
MSH-2026-008,14,357003.13,259000.0,91000.0,0.0,0.0,0,0.0,Performing
MSH-2026-008,15,357023.35,257500.0,92500.0,0.0,0.0,0,0.0,Performing
MSH-2026-008,16,359431.32,256000.0,94000.0,0.0,0.0,0,0.0,Performing
MSH-2026-008,17,365342.32,254500.0,95500.0,0.0,0.0,0,0.0,Performing
MSH-2026-008,18,363665.59,253000.0,97000.0,0.0,0.0,0,0.0,Performing
MSH-2026-008,19,365770.66,251500.0,98500.0,0.0,0.0,0,0.0,Performing
MSH-2026-008,20,361965.97,250000.0,100000.0,0.0,0.0,0,0.0,Performing
MSH-2026-008,21,361974.64,248500.0,101500.0,0.0,0.0,0,0.0,Performing
MSH-2026-008,22,362072.8,247000.0,103000.0,0.0,0.0,0,0.0,Performing
MSH-2026-008,23,369286.15,245500.0,104500.0,0.0,0.0,0,0.0,Performing
MSH-2026-008,24,366681.87,244000.0,106000.0,0.0,0.0,0,0.0,Performing
MSH-2026-009,1,419677.5,334500.0,85500.0,0.0,0.0,0,0.0,Recovered
MSH-2026-009,2,417544.13,333000.0,87000.0,0.0,0.0,0,0.0,Recovered
MSH-2026-009,3,424018.03,331500.0,88500.0,0.0,0.0,0,0.0,Recovered
MSH-2026-009,4,427235.63,330000.0,90000.0,0.0,0.0,0,0.0,Recovered
MSH-2026-009,5,427660.71,328500.0,91500.0,0.0,0.0,0,0.0,Recovered
MSH-2026-009,6,423580.77,327000.0,93000.0,0.0,0.0,0,0.0,Recovered
MSH-2026-009,7,429049.51,325500.0,94500.0,0.0,0.0,0,0.0,Recovered
MSH-2026-009,8,427345.08,324000.0,96000.0,0.0,0.0,0,0.0,Recovered
MSH-2026-009,9,426958.86,322500.0,97500.0,0.0,0.0,0,0.0,Recovered
MSH-2026-009,10,431323.09,321000.0,99000.0,0.0,0.0,0,0.0,Recovered
MSH-2026-009,11,425858.79,319500.0,100500.0,0.0,0.0,0,0.0,Recovered
MSH-2026-009,12,431996.3,318000.0,102000.0,0.0,0.0,0,0.0,Recovered
MSH-2026-009,13,429026.09,316500.0,103500.0,0.0,0.0,0,0.0,Recovered
MSH-2026-009,14,433573.97,315000.0,105000.0,0.0,0.0,0,0.0,Recovered
MSH-2026-009,15,429359.45,313500.0,106500.0,0.0,0.0,0,0.0,Recovered
MSH-2026-009,16,433393.09,313500.0,106500.0,12000.0,0.0,1,0.0,Recovered
MSH-2026-009,17,432925.15,312000.0,108000.0,0.0,0.0,0,0.0,Recovered
MSH-2026-009,18,437017.94,310500.0,109500.0,0.0,0.0,0,0.0,Recovered
MSH-2026-009,19,431994.35,309000.0,111000.0,0.0,0.0,0,0.0,Recovered
MSH-2026-009,20,435129.58,307500.0,112500.0,0.0,0.0,0,0.0,Recovered
MSH-2026-009,21,438543.06,306000.0,114000.0,0.0,0.0,0,0.0,Recovered
MSH-2026-009,22,442181.23,304500.0,115500.0,0.0,0.0,0,9500.0,Recovered (Active)
MSH-2026-009,23,440793.58,303000.0,117000.0,0.0,0.0,0,0.0,Recovered (Active)
MSH-2026-009,24,439587.26,301500.0,118500.0,0.0,0.0,0,0.0,Recovered (Active)
MSH-2026-010,1,605786.92,478500.0,121500.0,0.0,0.0,0,0.0,Performing
MSH-2026-010,2,605374.82,477000.0,123000.0,0.0,0.0,0,0.0,Performing
MSH-2026-010,3,605660.92,475500.0,124500.0,0.0,0.0,0,0.0,Performing
MSH-2026-010,4,601671.09,474000.0,126000.0,0.0,0.0,0,0.0,Performing
MSH-2026-010,5,601983.77,472500.0,127500.0,0.0,0.0,0,0.0,Performing
MSH-2026-010,6,605541.26,471000.0,129000.0,0.0,0.0,0,0.0,Performing
MSH-2026-010,7,611188.16,469500.0,130500.0,0.0,0.0,0,0.0,Performing
MSH-2026-010,8,610331.47,468000.0,132000.0,0.0,0.0,0,0.0,Performing
MSH-2026-010,9,611407.37,466500.0,133500.0,0.0,0.0,0,0.0,Performing
MSH-2026-010,10,614641.01,465000.0,135000.0,0.0,0.0,0,0.0,Performing
MSH-2026-010,11,607993.03,463500.0,136500.0,0.0,0.0,0,0.0,Performing
MSH-2026-010,12,610651.42,462000.0,138000.0,0.0,0.0,0,0.0,Performing
MSH-2026-010,13,616992.05,460500.0,139500.0,0.0,0.0,0,0.0,Performing
MSH-2026-010,14,616311.24,459000.0,141000.0,0.0,0.0,0,0.0,Performing
MSH-2026-010,15,618490.67,457500.0,142500.0,0.0,0.0,0,0.0,Performing
MSH-2026-010,16,613352.3,456000.0,144000.0,0.0,0.0,0,0.0,Performing
MSH-2026-010,17,620241.93,454500.0,145500.0,0.0,0.0,0,0.0,Performing
MSH-2026-010,18,621730.68,453000.0,147000.0,0.0,0.0,0,0.0,Performing
MSH-2026-010,19,624926.62,451500.0,148500.0,0.0,0.0,0,0.0,Performing
MSH-2026-010,20,625264.32,450000.0,150000.0,0.0,0.0,0,0.0,Performing
MSH-2026-010,21,622046.06,448500.0,151500.0,0.0,0.0,0,0.0,Performing
MSH-2026-010,22,630035.08,447000.0,153000.0,0.0,0.0,0,0.0,Performing
MSH-2026-010,23,628545.39,445500.0,154500.0,0.0,0.0,0,0.0,Performing
MSH-2026-010,24,629950.36,444000.0,156000.0,0.0,0.0,0,0.0,Performing
