E,D_enc,D_dec,D,U,tau_v,tau_v_imputed
1,0.685168817595911,0.7946006056824699,0.5444355574564527,5.379226603296409,44.17763281359045,0
1,0.646022592687674,0.34854726743399295,0.2251694093819122,4.667607938879984,10.592898386584544,0
0,0.3168250217392973,0.6277392979309975,0.1988835167135995,2.8161908932393347,44.61330493564737,1
1,0.1975339940625407,0.5996768996747197,0.11845657313978891,4.0460007996305425,28.243277062973252,0
1,0.5362341337297925,0.7610826803705992,0.4081185118052768,1.1900993560269681,25.782356199487822,0
1,0.5003279119349285,0.39940218624491786,0.1998320618661652,1.8599833918307165,11.241206514341862,0
1,0.823193505093253,0.8062897616874486,0.6637324950442944,4.989626264791946,13.941403601438044,0
0,0.3167270371057405,0.0795541630310013,0.02519695434623608,1.089046074848353,13.820823548773786,1
1,0.8358690472882502,0.5849211339233971,0.4889174709513129,5.820449873298329,10.035103367903476,0
1,0.8021840056641633,0.22505805733752063,0.18053797394200724,5.360838561304645,10.619759008782346,0
0,0.26301799104792395,0.6453366608347623,0.16973515208233464,1.091422705351416,40.17885186402014,0
1,0.9011525321992007,0.6446588836801712,0.5809359854330962,1.5752140768110126,8.503246008300648,1
1,0.7005164655412413,0.5692829844190864,0.39879210413802796,3.1282602029879962,17.637851484771826,0
1,0.2977152840632053,0.2578131441671903,0.07675491345096316,3.0442361655872765,25.197587159126986,0
1,0.12998345202984246,0.5715942789063886,0.07429779753276096,5.351687550187608,18.418096340665734,0
0,0.42945515847846055,0.46870518922826787,0.2012878613197026,5.543096848773195,20.74462011602121,1
1,0.8554234704714564,0.5349858402599401,0.45763944412824614,4.880979143799626,20.978300528400084,0
1,0.6009299945714276,0.3579725005956742,0.21511641283967886,1.8126659410845283,25.45704434709563,0
1,0.4403592702984529,0.6073816518314187,0.2674661409931525,1.6431389956064482,16.57405221605376,0
0,0.4225386951198505,0.3128595322368352,0.13219525850715916,5.626960977895881,89.70801277579233,0
1,0.5226682990840584,0.6390791402228277,0.33402640720036786,1.3276381688240009,11.886598753872143,0
0,0.7299742650777358,0.18567899579448532,0.13554088849545143,1.63268304286353,38.52984182302375,0
1,0.3308952379223733,0.5106430934676865,0.16896936790640685,5.680482336652749,20.913495368509444,0
1,0.6733094712896462,0.3280872448417536,0.22090424936127784,2.965566415045946,9.437171005837424,0
1,0.6313480411353045,0.4043754920883517,0.2553016748131057,2.988807792911374,36.39319951510528,0
1,0.22948346854195367,0.3754967571514804,0.08617029825737738,5.1668132466820405,18.64780079835833,0
1,0.7163395346683611,0.33848346757524855,0.24246908965578684,2.9913679157169484,9.47431560478511,0
0,0.2758610892407972,0.7171180935545427,0.1978249784022401,1.6877705878728557,39.60644252091832,0
1,0.25011518664649385,0.4006821984405745,0.10021670284889178,3.98738798328299,25.835268534345907,0
0,0.5511067520377094,0.2971726265096716,0.1637738409902604,2.3197180640071258,27.980130788870177,0
1,0.33865968810377184,0.42979801736463685,0.14555526250832743,1.6390726796106687,16.51585619086147,0
1,0.5742069659911382,0.7594772416981576,0.4360971226948174,5.368293659909456,19.443753837202813,0
1,0.8025278495408898,0.6820788984018197,0.5473873115516315,2.823933708960996,33.678641014140176,0
1,0.5889230995307033,0.9537624690131322,0.5616927494672702,2.8024214751502066,15.11654870796022,0
1,0.8047332447846338,0.6496796887930031,0.5228188440330644,2.538960038077825,4.360388171734734,0
1,0.829774467500591,0.7508067191604493,0.6230002455872276,3.984442778977641,24.896760489477792,0
0,0.4375731114419567,0.413719175360452,0.1810323868256735,3.9413048581658527,53.85413170874966,0
0,0.5549692853271866,0.5151377395579707,0.2858856231675494,3.0770459057426316,82.52246159528639,0
1,0.14574525162540508,0.4930127796871602,0.07185427163004555,5.48140385645961,13.947306904435495,0
1,0.8858497306039471,0.5432745653313108,0.48125962734271815,1.0960840227830602,10.273427138901472,0
0,0.43086327339898234,0.9483468862866714,0.40860784374320774,3.707552801625026,42.15223941964,0
1,0.8889532990040454,0.3694930382364356,0.32846205529930733,3.3335562795323854,15.432565670149025,0
1,0.3563139036081655,0.6233241274717637,0.22209905307261787,3.1683190123462124,20.711949482404382,0
1,0.5423234103127773,0.5604881415640264,0.3039658403728735,4.400238247846353,19.47671627487408,0
1,0.29266923608351664,0.7364585272749081,0.21553875458473906,3.2405920449017303,31.075632479923414,0
1,0.8933134733119081,0.7406452596124843,0.6616283893564282,5.789862206709145,14.799639269978496,0
0,0.714251877033493,0.2643214307294807,0.18879207803871,3.0375883802880015,49.927088706269984,0
0,0.44137613261901654,0.1863199382778697,0.08223717378689999,1.349030496856153,46.09915151292733,0
0,0.5628751739489759,0.17628722295357802,0.09922770128497713,5.099851328178653,25.010089761187423,0
0,0.2481211537228309,0.0481699745606329,0.011951989662783649,3.957386705351846,75.40923920069693,0
1,0.5628448382099135,0.24165563100599705,0.13601462453608495,1.3953358573180388,9.40795499349538,1
1,0.8257298630227792,0.57481500764508,0.47464191752620966,1.2537428541249316,27.827039357470593,0
1,0.2550485289661252,0.7342677743446239,0.18727391571382707,5.009359664317606,24.854868041618303,0
0,0.4607236362088539,0.3718504776774744,0.17132030420156527,2.793225761817307,42.977310615457505,1
0,0.31317400739112344,0.1120780669030477,0.035099937352677885,4.978773933934041,21.5019130851401,1
0,0.40515713478828047,0.891299682548205,0.3611164256189347,3.1747673164520047,98.51249166943782,0
1,0.5921026845821029,0.509705694841746,0.3017981102625839,1.809681766891948,16.928338309656645,0
1,0.4154720505327986,0.8551369225842697,0.35528549071239357,3.4834606722757657,15.875919387923732,0
1,0.5275111947362828,0.8072105343594816,0.42581259338368344,5.745650830383046,9.563825308391383,0
1,0.7333229145944757,0.33681471387792106,0.2469939476592615,3.78319586440894,42.07928690449282,0
0,0.4046092136936094,0.22859453061087193,0.09249145328512462,2.0500330390611348,24.664227365072506,0
1,0.5667526591354218,0.2069652261477743,0.11729809226781501,5.300850781745835,7.319962228976932,0
1,0.4138907164058184,0.9296945825170633,0.3847919567965956,4.184881110627526,20.096949144454967,0
1,0.3837829468590336,0.6206457479319316,0.23819325409684566,4.584343721998399,8.694894200094861,0
1,0.8708251250831834,0.7907117046500474,0.6885716191066147,5.658511331700615,8.934110841696757,0
1,0.5966188207209425,0.3391498847323924,0.20234320427668354,4.7065846801204945,17.002054473526464,0
1,0.2866746739166174,0.5136721366840841,0.1472567922839619,4.869994110473245,17.871303570417822,0
1,0.8516949982475527,0.37919583237235327,0.3229591937878507,3.671733201445253,14.339702771993096,0
1,0.7367192736410112,0.7302803471698901,0.5380116069213069,3.6228741663566706,14.131748556766897,0
0,0.263380937145458,0.7558369767233666,0.19907305125859004,1.0260816053244717,31.834745051386783,0
1,0.4118006685209452,0.293608520338061,0.12090818495865906,2.529145778324134,15.125464260529006,0
1,0.5338484342208252,0.5233598220639041,0.27939482154290485,5.16999980464202,26.23855151506413,0
1,0.4199271465418232,0.6866660556123559,0.28834971736042553,1.2529720644955162,43.87970141132169,0
1,0.5296008241403974,0.7985654392051147,0.4229209147330672,2.1944547511723327,17.71610146001663,0
0,0.11566095732028667,0.5913472663710498,0.06839579093721018,3.1409735025841377,81.81069834228535,0
1,0.5314710328495422,0.3980906003432972,0.21157362253214648,1.6916266943587945,13.599396611869341,0
0,0.2265666685071464,0.27492158553272034,0.062288067734850946,2.8919380062620075,32.80448817119894,0
1,0.5692009746773848,0.6296569501873472,0.3584013497590276,5.626814381267331,8.645675296906466,0
1,0.6598712494857859,0.4840039805880875,0.3193803114267554,4.963116352801474,12.511752351418249,0
1,0.750096541137433,0.4330967338094785,0.32486436200840935,2.444264601557867,31.406610112881754,0
0,0.381811204894839,0.41028815704518573,0.15665261559550528,3.243144042308436,28.15643843419064,0
1,0.7749530550843966,0.32534157014677567,0.25212444373119836,2.9596275362306557,19.906500927434514,0
1,0.40711896189738855,0.5521092806530069,0.22477415719336613,3.836987874481954,17.077368590107866,0
1,0.8764280262368687,0.4857450007150398,0.4257205322311087,3.143173250031165,22.20873413386728,0
1,0.2382613423232978,0.5318985789680252,0.1267308694047763,4.319786225537213,47.317242429924484,0
0,0.4130259606982188,0.25716144382476863,0.10621435239026608,2.803087451934074,18.285905547738388,0
0,0.7028058695694813,0.2166857458658736,0.15228801404657694,3.301346720680264,52.58384008721467,0
1,0.6899262577196481,0.7478540846711111,0.5159641699574926,4.103221918301687,9.429282987658876,0
1,0.6572010102602646,0.2946581144914863,0.1936496105251895,4.134974199702549,3.1447177950140324,0
1,0.19520476635397765,0.41474543263716784,0.08096028527431773,4.9248043206033065,26.337126862625514,0
0,0.254137077949754,0.5838567597206864,0.14837965085662685,5.6183868699512525,84.26313370350479,0
1,0.3342687266044986,0.7498923069857997,0.250665546546653,5.3233266901554614,35.223480070134556,0
1,0.5212155232033323,0.6835986829301496,0.3563022451845468,1.7734222482928776,25.99733049267796,0
1,0.40813000660001336,0.5240561418155854,0.2138830366179724,1.3168399002536444,6.793864427563942,0
0,0.15938912757349785,0.266648148124199,0.04250081569860491,5.961082214004684,37.99881647250349,0
1,0.6923701542482883,0.5066208702856592,0.3507691701050839,5.814037137808569,10.37496206354551,0
0,0.1059931363095801,0.7337012425220436,0.07776729580914725,3.5848899447980003,31.820554496042647,1
1,0.39662511046133775,0.5506941167385001,0.21841911488181642,1.2388977523746068,10.724695125319709,0
1,0.5049786641965721,0.14261424804333045,0.07201715247231961,5.709817442942698,26.625208739632903,0
0,0.1152933735612499,0.5658844739080416,0.06524273004279121,5.410247757518519,26.517669629848946,0
1,0.4916717206700276,0.5557801500233949,0.27326138267624867,2.669567768904015,24.460615233024235,0
1,0.4741347375743781,0.8416764957162005,0.3990680644189229,5.792497765120639,16.362534516011166,0
1,0.6044075225591442,0.40759089620333405,0.24635100379191843,3.736639061088507,9.20643635670444,0
0,0.1528993913771743,0.06259483302281849,0.009570711872544798,2.158709320458491,47.59120685579649,0
1,0.43667188660134065,0.13145217684046595,0.057401470058779325,2.15430330642263,12.2126950260699,0
0,0.5040620887109849,0.3786950525767135,0.19088581918633443,5.507351998960801,12.477631065433116,0
0,0.15317666997168417,0.3495712535808467,0.053546160541341266,5.715721536957578,45.599998307038106,0
1,0.5528664114522388,0.7433925106796578,0.41099674967993255,5.132898973700517,21.741093976181688,0
1,0.1606648146421829,0.47191091714420674,0.0758194800305965,2.83876550297387,8.981307000466394,0
1,0.37717263467364737,0.75438441890484,0.28453315883508695,4.440739007704777,14.30863958663388,0
1,0.36810883403199135,0.16138353109685288,0.059406703464028134,4.578371546569183,9.373168665215399,0
1,0.669450532879556,0.22378055957112805,0.1498100148529769,3.811137773107834,10.368667367389532,0
0,0.5705035835009975,0.45852871616792423,0.26159227571191257,1.623035827221905,80.48645768132556,0
1,0.24599035445013887,0.8662182927438181,0.21308134486324598,4.820681997710103,15.402977555641456,0
0,0.15285839938445653,0.6917766298837938,0.10574386837561033,1.451658415140463,16.176325822107618,0
0,0.15889580362574163,0.133819122119031,0.021263296949594685,2.1855192589946153,45.98808083831558,0
1,0.8180428135274217,0.703836384307063,0.5757682960815175,4.338986186723916,63.62048478821615,0
1,0.4771796108483713,0.585052039749246,0.27917490465359107,4.736139235164239,24.787033144276915,0
1,0.5779542996027075,0.7330199275753835,0.42365201883665815,3.0263472954830126,41.948553879674634,0
1,0.8842124935251735,0.35162701520413336,0.31091299990446086,4.4054098096699015,17.84222651753079,0
1,0.5835758310352598,0.6361270866088894,0.37122839321182133,4.527266104697322,6.977181579900644,0
1,0.5883266510053996,0.3300469569344229,0.19417542084775236,2.7506247914659276,41.46064204400431,0
1,0.3772606570904063,0.5722513386086405,0.2158879160243603,3.633739732704783,4.898063585257035,0
1,0.7250110803842401,0.4337634997863218,0.31448334361133023,1.8980880084757663,7.764083154134989,0
1,0.540545681694017,0.4178483597260495,0.22586612645284423,5.053524419208124,15.328685664530287,0
1,0.32128559505533627,0.387668270709502,0.12455223103897553,4.714311104246379,11.717663329764196,0
0,0.21790973646706546,0.4824489812256825,0.10513033035769269,4.278627363665656,46.67091825607121,0
1,0.5555353745575902,0.48622250368265396,0.27011380070167246,4.797442984842637,17.520106581027036,0
1,0.7969825136557269,0.5748504123895409,0.45814572664224756,5.822707833467194,7.179164977722142,0
1,0.7825834110691507,0.8012727226682531,0.6270627405023872,5.939470867811868,13.3703296684347,0
1,0.5032663998613672,0.5758673326913026,0.2898146793213201,5.698264603991127,14.279228876279122,0
1,0.23901891615311233,0.419046874730279,0.10016012981538032,5.317168780279354,29.39007526186392,0
1,0.6764355522288167,0.6920656528572285,0.46813781206907595,3.24370699572841,10.87304091843845,0
1,0.5872856190079354,0.4717159476424171,0.27703199230709175,3.069572771963768,12.31663820684086,1
1,0.5155384180519352,0.39625656933452297,0.20428548489740697,3.12248945345553,28.850405216405775,0
0,0.29049765087304547,0.592548211591727,0.17213386349642099,4.996173716492359,39.240274269333135,0
0,0.5742290987737376,0.3777242414506732,0.21690025075321373,5.046757265091225,76.14389334338195,1
1,0.44538885030118336,0.8603900683075987,0.383208143334078,5.3354840774025565,7.231005250348027,1
0,0.6371801791482613,0.444709227704237,0.28335990537747063,1.1696976614461017,48.28993304546918,0
1,0.47294995674667517,0.37284656620961415,0.17633776736198337,2.966719962001578,16.88696939050113,0
0,0.6140992493646871,0.5230455444584422,0.3212018762354734,4.645353607065203,28.104676824317337,1
1,0.5122539782305882,0.4907316818177566,0.251379256254933,4.224317834262246,3.907718110523156,0
1,0.4888329217669366,0.5357513931615497,0.26189291885986715,5.864875504408015,15.229730339589954,0
1,0.12027525519205343,0.20519731562290083,0.024680159501268728,3.829684476118544,20.005951583373253,0
1,0.5969784094803497,0.8177686043919451,0.48819020077286873,5.760962681979501,23.700435992102378,0
1,0.7639784028085683,0.3745075638180591,0.28611569044544877,2.869472807704314,12.918775120190595,0
0,0.6253755709493063,0.4288245903909393,0.26817642305283607,1.551126024229126,46.18744254715944,0
1,0.5070140017721043,0.8207839618498661,0.4161489610878628,2.3815391033707183,30.72183664648599,0
1,0.4156619036213059,0.5979212368134378,0.2485330795094792,5.438052637274021,13.934292098993595,0
0,0.2521464341565063,0.39144129804415234,0.09870052748342721,2.5379505721096494,47.45028678749697,0
1,0.2454500154521175,0.2564826770120122,0.06295367703579886,1.5080772144880796,14.932220610849672,0
1,0.4951620465289734,0.4298934269064354,0.21286690905634417,1.5390692251521012,12.179491622564928,0
1,0.25555169721669235,0.8036704933785355,0.20537935858586126,5.628486333847922,4.869129836313682,0
0,0.24854690979173233,0.2853517009728391,0.07092328348061361,2.9076508527032185,41.95069148008916,0
1,0.47572072894753054,0.16544705567418497,0.07870659392754593,2.929263811720658,37.44749280465742,0
1,0.8546241607610466,0.492971357920872,0.4213052330423588,3.246465292359044,13.903950113693725,0
1,0.6104363212042933,0.39556126376307527,0.24146496266245276,3.9320097776896645,10.7125061306033,0
1,0.6285382223573733,0.5585282129280759,0.35105633009025333,3.0990991429767143,22.030756484701975,0
1,0.5773712064806003,0.41806635035565937,0.24137947309378838,1.6562764936463532,12.005309972846453,0
1,0.7426691928850321,0.24007513360518457,0.17829640570632865,4.4742980977139215,33.69381151901114,0
1,0.6125155834180763,0.6016056674907523,0.3684928464107194,1.855923082305372,11.9986694241044,0
1,0.6287661151422448,0.7291795344302985,0.4584833831049695,5.738217697404804,26.989359257842608,0
0,0.8271639743567287,0.1650426806732508,0.1365173596841746,3.4022470714339543,87.45951313377844,0
1,0.3755421333043018,0.48923565888822323,0.18372860302741906,1.875199440484059,18.255066046238746,0
1,0.6479003468582198,0.5726553062747047,0.3710235715655813,4.248244536058726,9.860160661174636,0
0,0.45266605792427467,0.40223128107154976,0.18207644837648934,3.8191355406743943,22.11430892830209,0
0,0.6214426454062916,0.48379067873050596,0.30064815921319094,2.722481093728019,25.375510079993987,0
0,0.2510263664566988,0.3559413418863587,0.08935066172545418,1.5569154475964404,24.656703358818678,0
1,0.6088129844207593,0.25447260007521916,0.1549262231051045,1.125766378140062,8.707789620554351,0
1,0.5381695778516243,0.35764028926395314,0.19247112349591447,4.995821810391256,42.15862295941777,0
1,0.8329942401961031,0.3402484010966263,0.28342495834942316,4.342305588523561,18.507388591824544,0
1,0.26082923494736876,0.6676028324570729,0.17413033603847472,5.182022664687006,2.2379486815138154,0
1,0.7176062421252826,0.8395606530431278,0.6024739652665271,3.979808954169103,5.278381751950969,0
1,0.6219716795022334,0.345912275929866,0.21514763922053876,5.137547549035129,16.62869291738991,0
0,0.575778764164542,0.07815199551361886,0.0449982593938243,4.729678919608907,57.45974780531179,0
1,0.30132002950812103,0.13943296143912212,0.04201394405524098,4.884609512552123,66.01239247304422,0
1,0.40878137953233123,0.6953077128374872,0.284228846053178,3.456147756183453,22.807667714740976,0
1,0.7227870065370354,0.7184646544722735,0.5192969169086801,2.4006919381570326,10.591712918562163,0
1,0.6915153757956697,0.5253515413855528,0.3632886685660649,3.5057341996648046,39.280986426230115,1
1,0.19328874585874642,0.6522981866995086,0.12608189843308243,3.238549021264436,14.247171251571555,0
1,0.7291447527067608,0.6881842598857664,0.5017859419910924,4.759934440841807,25.695027355159624,0
1,0.11097266785988104,0.520289336720477,0.0577378957549193,5.402146378913188,27.65795188173361,0
1,0.4042127249695021,0.4470904279810165,0.1807196402019876,5.744221162507137,9.825847207168405,0
1,0.4144770999813496,0.5528536539823578,0.22914517921670013,5.4007747374292165,5.907734321504201,0
1,0.49597312316004477,0.34972613528999347,0.1734547635704704,1.3956601485032463,10.896813455456318,0
1,0.243994693093759,0.21045975404010125,0.051351063095602514,2.490595127840075,9.166463123775058,0
1,0.8475649553871603,0.7956447048551606,0.6743605687745945,5.329819970852062,17.281575378209418,0
1,0.5871044235912498,0.8795755956733324,0.5164027231027221,2.4090195617106778,9.711000137278806,0
1,0.4125108671407349,0.6409214065225729,0.26438704517368605,4.44407048599581,2.895198740081701,0
1,0.5070806368539267,0.31957140396553363,0.16204847104314626,1.9844507194501728,7.5358491977493225,0
1,0.6426022415421762,0.6856584813555182,0.4406056770514604,2.9619148291465742,10.258640137410948,0
1,0.5427584275418881,0.56270075178089,0.3054105752132341,1.31712299651669,15.423678332929637,0
1,0.794276194278496,0.6137318772212799,0.48747261974671535,1.5609383303006639,25.173871239007546,0
1,0.2955913181566335,0.1731558354103183,0.05118336163544905,4.119805615275178,4.9200842946993255,0
1,0.23004579639268327,0.168078599763065,0.038665775339061355,5.1402158086405425,32.23026172334164,0
1,0.22970740456234517,0.19936608935838823,0.045795866944259946,4.327603229731784,7.479565740308391,0
1,0.07226634078691119,0.4275497932311578,0.030897459061016267,1.8118505192314767,12.965506919536322,0
1,0.8938074687519825,0.12626675884434013,0.11285817211017665,5.398315690897817,11.400352114406791,1
